all_names,entity_type,notes
RUTH LAKE RECREATION AREA,water_system,
JUNCTION CITY SCHOOL,water_system,
HOP KILN WINERY,water_system,
KELSEYVILLE CO WATERWORKS DISTRICT 3,water_system,
COVE MOBILE VILLA,water_system,
MOSHIN VINEYARDS,water_system,
CALTRANS-SALYER SAFETY REST STOP,water_system,
PRAIRIE CREEK SP-STATE PARKS,water_system,
LITTLE LAKE MOBILE HOME PARK,water_system,
WINE COUNTRY IND PARK-BLDGS A&B,water_system,
FOX SPARROW RV PARK,water_system,
LONG VALLEY CHARTER SCHOOL,water_system,
CAL FIRE-INTERMOUNTAIN CONSERVATION CAMP,water_system,
KEYES COMMUNITY SERVICES DIST.,water_system,
INDIAN BEACH RESORT,water_system,
VILLA BLUE ESTATES WATER DISTRICT,water_system,
BUTTE CITY COMMUNITY S.D.,water_system,
PINE ACRES BLUE LAKE RESORT,water_system,
RICHMOND PARK RESORT,water_system,
LANGTRY FARMS,water_system,
"BRAWLEY, CITY OF",water_system,
EL CAMINO REAL WS #16,water_system,
LAKE PILLSBURY RESORT & MARINA INC,water_system,
NORD ROAD WATER ASSOCIATION,water_system,
LAKEPORT CINEMAS,water_system,
ROTTEN ROBBIE,water_system,
BENBOW-DEL ORO W.C.,water_system,
MD 05 MOUNTAIN RANCHES,water_system,
SARATOGA SPRINGS RETREAT CENTER,water_system,
LOWER LAKE COUNTY WATER DISTRICT,water_system,
MENDO MILL AND LUMBER COMPANY,water_system,
NORTHERN CALIFORNIA VIPASSANA CENTER,water_system,
SLIDE INN SNOWBOWL WATER CO,water_system,
THE NARROWS FAMILY RESORT,water_system,
VILLA LAS FLORES,water_system,
SHASTA MOTEL,water_system,
USDA-FOREST SERVICE HUME LAKE CAMPGROUND,water_system,
LEAFWOOD COMMUNITY WA,water_system,
EASTON PRESBYTERIAN CHURCH,water_system,
SCOTTS VALLEY WATER DISTRICT,water_system,
SPRECKELS SUGAR COMPANY,water_system,
MILL CREEK MSC,water_system,
HELENDALE COMMUNITY SERVICE DISTRICT,water_system,
PINE COVE WATER DISTRICT,water_system,
GREENFIELD COUNTY WD,water_system,
"HEMET, CITY OF",water_system,
RIVER RANCH RV PARK,water_system,
MONROE SCHOOL,water_system,
BRIDGEVILLE ELEM. SCHOOL,water_system,
ROUNTREE FACILITY(PREV. SHERIFF'S REHAB),water_system,
SUNLAND VILLAGE MOBILE HOME PARK,water_system,
LAGUNA BEACH COUNTY WD,water_system,
AZCAL MANAGEMENT CO,water_system,
GRAYS MEADOW CAMPGROUND,water_system,
CARLSBAD MWD,water_system,
UNION HEIGHTS MWC,water_system,
DINGERVILLE USA PARK,water_system,
NAVELENCIA SCHOOL,water_system,
HOLLISTER RANCH ESTATES,water_system,
COMSTOCK MUTUAL WATER COMPANY,water_system,
CREEKBRIDGE MUTUAL WATER COMPANY,water_system,
CUESTA LA HONDA GUILD INC,water_system,
FRESNO SOUTH JEHOVAH WITNESSES,water_system,
DEL REY CSD WASTEWATER TREATMENT PLANT,water_system,
FORWARD BIBLE CONFERENCE,water_system,
RUSSIAN RIVER MUTUAL WATER CO.,water_system,
FRESNO VALVES & CASTINGS,water_system,
MOUNT GILEAD BIBLE CONFERENCE,water_system,
LASSEN VNP - MANZANITA LAKE,water_system,
BEAR STATE WATER WORKS,water_system,
MATANZAS CREEK WINERY,water_system,
WESTWIND MOBILE HOME PARK,water_system,
A.F.P. MUTUAL WATER COMPANY,water_system,
EVERGREEN MOBILE HOME PARK,water_system,
"TULARE, CITY OF",water_system,
MOONLIGHT PACKING COMPANY PLANT 7,water_system,
THE VINE,water_system,
BIG MEADOW CAMPGROUND,water_system,
FOPPIANO VINEYARDS,water_system,
KINGS RIVER POINT,water_system,
"MT. SHASTA, CITY OF",water_system,
B & C ZACHARIAH,water_system,
CARDOZA WATER SYSTEM,water_system,
LOG CABIN,water_system,
SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,water_system,
DEEVON WATER CO,water_system,
"HURON, CITY OF",water_system,
PG&E AUBERRY SERVICE CENTER,water_system,
SUNSET MOULDING CHICO,water_system,
JOE'S FOOD MART WATER SYSTEM,water_system,
CEDAR VALLEY MUTUAL WATER CO,water_system,
TECOPA WATER VENDING MACHINE,water_system,
HANOT FOUNDATION INC,water_system,
ACAMPO WATER SYSTEM,water_system,
MORADA ESTATES N PWS #46,water_system,
YOSEMITE RIDGE RESORT,water_system,
SARDINE LAKE RESORT,water_system,
TIERRA BUENA MHP #1,water_system,
EASTON ESTATES WATER COMPANY,water_system,
DINKEY CREEK WATER IMPROVEMENT,water_system,
VALLEY STATE PRISON,water_system,
LAS CRUCES STATE PARK,water_system,
VENTURA RIVER WATER DISTRICT,water_system,
EAST OROSI COMMUNITY SERVICES DISTRICT,water_system,
BAXTER MUTUAL WATER CO.,water_system,
URJ CAMP NEWMAN,water_system,
CRUISER HAVEN MARINA,water_system,
PINE TREE LANE MUTUAL WATER CO,water_system,
BAMBI INN,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
ALPINE MEADOWS PROPERTY OWNERS ASSO,water_system,
NEPENTHE WS,water_system,
HESS WINERY,water_system,
PAPPAS & CO (MENDOTA),water_system,
NEW CAMALDOLI HERMITAGE WS,water_system,
SOUTHSIDE ELEMENTARY SCHOOL,water_system,
HARBOR VIEW MUTUAL WATER COMPANY,water_system,
ALBION MUTUAL WATER COMPANY,water_system,
WILLOW MOBILE HOME PARK,water_system,
QUAIL CANYON SEA,water_system,
"TULELAKE, CITY OF",water_system,
GOLDEN HILLS MOBILE HOME AND RV PARK,water_system,
ROOSEVELT ELEMENTARY SCHOOL,water_system,
USMC - 29 PALMS,water_system,
DEL NORTE COAST STATE PARK - MILL CREEK,water_system,
HOMETOWN WATER ASSOCIATION,water_system,
CASA DE FRUTA WATER SYSTEM,water_system,
KEEFER CREEK ESTATES,water_system,
CHICO ROD & GUN CLUB,water_system,
NPS GGNRA,water_system,
RUTH LAKE MARINA,water_system,
SO TRINITY UNIFIED SCHOOL DIST.,water_system,
BUTTE CREEK ESTATES MUTUAL WATER CO,water_system,
SODA ROCK WINERY,water_system,
LA CANTERA RACQUET CLUB,water_system,
BIG TREES CAMPGROUND,water_system,
RIVERSIDE CROSSING MHP,water_system,
SKP PARK OF THE SIERRAS INC,water_system,
LOCKEFORD COMMUNITY SERV. DIST.,water_system,
QUAIL LAKE COMMUNITY CHURCH,water_system,
SAN JOAQUIN COUNTY - LINCOLN VILLAGE,water_system,
HARRIS FARMS/HORSE BARN,water_system,
LAKESIDE SCHOOL,water_system,
SEQUOIA UNION ELEMENTARY SCHOOL,water_system,
NORTH FORK ELEMENTARY SCHOOL,water_system,
LINDEN COUNTY WATER DISTRICT,water_system,
LASSEN COMMUNITY COLLEGE DIST.,water_system,
MICHEL-SCHLUMBERGER FINE WINE ESTATE,water_system,
MANILA COMMUNITY SERVICES DIST.,water_system,
STOCKTON VERDE MOBILE HOME PARK,water_system,
LUNDBERG FAMILY FARM,water_system,
UC DAVIS-SCHOOL OF VET. MED. CENTER,water_system,
GALINDO HOUSING FACILITY,water_system,
DATE GARDENS MOBILE HOME PARK,water_system,
MAURITSON FAMILY WINERY,water_system,
THE LODGE AT SONOMA,water_system,
BLUE MOUNTAIN CENTER,water_system,
NPS - KELSO DEPOT,water_system,
PLAINVIEW MWC - CENTRAL WATER,water_system,
MILLVIEW COUNTY WATER DISTRICT,water_system,
OAKWOOD LAKE WATER DISTRICT-SUBDIVISION,water_system,
DEFENSE DISTRIB. DEPOT -  TRACY SITE,water_system,
HARRIS RANCH BEEF CO,water_system,
CHALFANT VALLEY WEST M.W.C.,water_system,
WILD WATER ADVENTURES,water_system,
TABERNACLE OF PRAISE CHURCH,water_system,
CDCR CALIFORNIA HEALTH CARE FACILITY,water_system,
GEYSERVILLE WINERY,water_system,
J R SIMPLOT COMPANY,water_system,
JEHOVAH'S WITNESSES CHURCH - REEDLEY,water_system,
ALLUVIAL FUEL INC.,water_system,
SIERRA ESTATES MUTUAL WATER COMPANY,water_system,
BRIDGEHAVEN PARK,water_system,
HOLLAND PARK WEST,water_system,
SHADY LAKE WATER ASSOCIATION,water_system,
STINSON BEACH COUNTY WTR DIST,water_system,
LAKE COUNTY CSA 21 - NORTH LAKEPORT,water_system,
HYNES ESTATES MUTUAL WATER CO.,water_system,
I-5 AND PANOCHE DEVELOPMENT,water_system,
MOM'S APPLE PIE,water_system,
CHRISTIAN ENCOUNTER MINISTRIES,water_system,
PAGE AVENUE MUTUAL WATER COMPANY,water_system,
BASS LAKE HEIGHTS MUTUAL WATER,water_system,
CLARK SYSTEM,water_system,
GORDON ACRES WATER CO,water_system,
FAWN & STONEY CAMPGROUND,water_system,
HAYWARD FLAT CAMPGROUND,water_system,
TANNERY GULCH CAMPGROUND,water_system,
MARY SMITH CAMPGROUND,water_system,
COVINGTON MILL - A,water_system,
PINEWOOD COVE RESORT,water_system,
TRINITY ALPS RESORT,water_system,
ACKERMAN CAMPGROUND,water_system,
BRIDGE CAMP,water_system,
KLAMATH BASIN NATIONAL WILDLIFE REFUGE,water_system,
CITY OF ORANGE,water_system,
LAKE SISKIYOU CAMPGROUND,water_system,
REDDING ODD FELLOWS CAMP,water_system,
ALPINE VIEW CAMPGROUND,water_system,
TREE OF HEAVEN CAMPGROUND,water_system,
LAKEVIEW TERRACE RESORT,water_system,
JUBILEE RAILROAD WILDERNESS LODGE,water_system,
JUNIPER VILLAGE FARM LABOR HOUSING,water_system,
SWISS HOLIDAY LODGE,water_system,
OAK BOTTOM CG & WC,water_system,
R-RANCH HEADQUARTERS,water_system,
BUD FINE MWC,water_system,
LAKE SHASTINA C.S.D,water_system,
SHASTINA MOBILE ESTATES,water_system,
MCUSD - MARIPOSA JUNIOR HIGH SCHOOL,water_system,
MCUSD - WOODLAND ELEMENTARY SCHOOL,water_system,
NEW LIFE CALVARY CHAPEL OF MARIPOSA,water_system,
YOSEMITE VIEW LODGE,water_system,
TAVIS CORPORATION,water_system,
LIETO WATER SYSTEM (REACH CHARTR SCHOOL),water_system,
"LOMA LINDA, CITY OF",water_system,
WATERFORD-RIVER POINTE,water_system,
ANABA WINERY,water_system,
LA VALLE SABBIA INC.,water_system,
"BISHOP, CITY OF",water_system,
BEN LOMOND CONSERVATION CAMP,water_system,
DOLE ATWATER PLANT,water_system,
SENSIENT NATURAL INGREDIENTS LLC,water_system,
CHATOM SCHOOL (EH),water_system,
SONOMA WEST HOLDINGS INDUSTRIAL PARK,water_system,
LONDON COMMUNITY SERV DIST,water_system,
ROBIN WAY WATER SYSTEM,water_system,
TRACT 349 MUTUAL WATER CO.,water_system,
BOB WILEY DETENTION FACILITY,water_system,
CITY OF MODESTO - GRAYSON,water_system,
SAFARI WEST,water_system,
DUNNEVILLE  MARKET & KITCHEN,water_system,
ALLENSWORTH CSD,water_system,
SULTANA COMMUNITY SERVICES DISTRICT,water_system,
BYRON ROADHOUSE,water_system,
LLANAS CAMP FOUR WATER SYSTEM,water_system,
WESTERN ACRES MUTUAL WATER COMPANY,water_system,
KIERNAN BUSINESS CENTER,water_system,
MICHELSEN PACKAGING,water_system,
LONE STAR DEHYDRATOR,water_system,
MORAVIA WINES,water_system,
TULARCITOS MWC,water_system,
KINGS RIVER PACKING COMPANY,water_system,
LOS VAQUEROS MARINA BLDG,water_system,
"CORCORAN, CITY OF",water_system,
OLIVET ELEMENTARY SCHOOL,water_system,
DEL ORO RIVER ISLAND SERV TERR #2,water_system,
HESSEL CHURCH,water_system,
RIVER VIEW GRILL & BAR,water_system,
PETRIFIED FOREST,water_system,
WHITMORE UNION ELEM SCHOOL,water_system,
ESTERO MUTUAL,water_system,
MT ARARAT MOBILE HOME PARK,water_system,
BUCK MEADOWS LODGE-YOSEMITE WESTGATE,water_system,
THE COTTAGES AT TENAYA LODGE,water_system,
REDWOOD TERRACE MUTUAL,water_system,
BLUE HERON RESTAURANT,water_system,
BROADVIEW TERRACE MUTUAL WATER COMPANY,water_system,
MANON MANOR MUTUAL WATER COMPANY,water_system,
SONOMA MOUNTAIN ZEN CENTER,water_system,
REESEDALE MUTUAL,water_system,
LANDALE MUTUAL WATER COMPANY,water_system,
DEL ORO WATER CO.-MAGALIA,water_system,
LEMON COVE WATER COMPANY,water_system,
CAMBRIA COMM SERVICES DIST,water_system,
CENTER WATER CO,water_system,
CDF - OAK GLEN CONSERVATION CAMP,water_system,
KNIGHTS LANDING SVC. DIST.,water_system,
CITY OF CLOVIS,water_system,
ELKHORN SCHOOL WS,water_system,
SIERRAVILLE P.U.D.,water_system,
CITY OF RIO VISTA,water_system,
CITY OF LIVINGSTON,water_system,
PHILLIPSVILLE C.S.D.,water_system,
"EL MONTE-CITY, WATER DEPT.",water_system,
PALMAZ VINEYARDS,water_system,
MD 43 MIAMI CREEK KNOLLS,water_system,
"TEHACHAPI, CITY OF",water_system,
DOWNTOWN GRATON MUTUAL WATER SYSTEM,water_system,
CALTRANS-HILLCREST SRRA,water_system,
DUTCH SLOUGH WATER WORKS,water_system,
BUEHNER WATER SYSTEM,water_system,
LAKE SISKIYOU M.W.C.,water_system,
DIAMOND VALLEY SCHOOL,water_system,
SAN GABRIEL COUNTY WD,water_system,
MOUNTAIN VIEW TRAILER COURT,water_system,
A W WAY - HUMBOLDT CO. PARKS,water_system,
INNISFREE WATER COMPANY,water_system,
GSWC-SOUTH ARCADIA,water_system,
DELTA WAVES,water_system,
KONOCTI HARBOR RESORT,water_system,
BELLA LAGO MOBILE HOME PARK,water_system,
KONOCTI SHORES,water_system,
BITTERBRUSH CAMPGROUND,water_system,
MISSION HIGHLANDS MUTUAL WATER CO.,water_system,
"HEIRS OF MY DREAM WINERY, INC.",water_system,
EAST VALLEY FARMS MUTUAL WATER COMPANY,water_system,
BERNASCONI EDUCATION CENTER,water_system,
"SEBASTOPOL, CITY OF",water_system,
STRICKLAND MUTUAL WATER COMPANY,water_system,
CALIFORNIA MENS COLONY,water_system,
REFUGIO STATE BEACH,water_system,
BLUE LAKES IMPROVEMENT CLUB,water_system,
TRIUNFO WATER & SANITATION DISTRICT,water_system,
GARBERVILLE SANITARY DISTRICT,water_system,
MARCHI CENTRAL FARM,water_system,
EL DORADO MOBILE HOME PARK,water_system,
SAN BENITO HIGH SCHOOL,water_system,
HOLIDAY MOBILE VILLAGE,water_system,
CAL AM - PARKWAY,water_system,
JARDINES DEL VALLE,water_system,
PLANTATION MOBILE HOME PARK,water_system,
FLORIN COUNTY WATER DISTRICT,water_system,
SOUTHWEST TRACT W M D [SWS],water_system,
ARTOIS COMMUNITY S.D.,water_system,
BIANCHI FLOWERS INC,water_system,
NAPA RIVER RANCH,water_system,
WESTERN HILLS WATER DISTRICT/DIABLO GRAN,water_system,
ESALEN INSTITUTE WS,water_system,
LEE VINING PUBLIC UTILITY DISTRICT,water_system,
MUSICK MEADOWS 1,water_system,
TRUE ORGANIC PRODUCTS,water_system,
CITRUS HEIGHTS WATER DISTRICT,water_system,
MCCOY RD  WS #05,water_system,
ROCKING K GUEST RANCH,water_system,
EMIGRANT GAP MUTUAL WATER CO.,water_system,
MEADOWRIDGE MUTUAL WATER CO,water_system,
DEL ORO WATER CO.-PARADISE PINES,water_system,
FEATHER RIVER MANOR,water_system,
MANZANITA ELEMENTARY SCHOOL,water_system,
HUMBOLDT C.S.D.,water_system,
California Water Service Company|California Water Service|Cal Water|CalWater|CWS,water_iou,Class A; largest CA water IOU
KINGS RIVER WINERY,water_system,
LION RAISINS PACKING COMPANY,water_system,
FRCCSD LITTLE INDIAN CREEK,water_system,
O'CONNOR TRACT CO-OPERATIVE WATER CO.,water_system,
PALO ALTO PARK MUTUAL WATER COMPANY,water_system,
REDWOOD MAINT. & OPER.,water_system,
FOWLERS CAMPGROUND-STNF,water_system,
CALTRANS-DUNSMUIR GRADE INSP. FACILITY,water_system,
DILLON CREEK CAMPGROUND-SRNF,water_system,
CALTRANS-COLLIER REST STOP,water_system,
CALTRANS-WEED REST STOP,water_system,
CALTRANS-GRASS LAKE REST STOP,water_system,
KANGAROO LAKE CAMPGROUND,water_system,
ASH CREEK FIRE STATION-STNF,water_system,
"FORT JONES, TOWN OF",water_system,
"DUNSMUIR, CITY OF",water_system,
RIVERBEND MOBILE HOME & RV PARK,water_system,
JUANITA LAKE CAMPGROUND,water_system,
JH RANCH,water_system,
INDIAN SCOTTY CAMPGROUND,water_system,
SAN ANTONIO WATER COMPANY,water_system,
"WEED GOLF CLUB, INC.",water_system,
R-RANCH KLAMATH RIVER,water_system,
MT. SHASTA SKI PARK,water_system,
PNEUMA RETREAT CENTER - STEWART MINERAL,water_system,
SUNNYSIDE FARMS MUTUAL WATER COMPANY,water_system,
MDF-ADIN RANGER STATION,water_system,
CITY OF ORANGE COVE,water_system,
CSP-FREMONT PEAK,water_system,
WESTBOROUGH WATER DISTRICT,water_system,
SANTA MONICA MT. REC AREA - CIRCLE X,water_system,
ENCINAL RD WS #01,water_system,
ONTARIO MUNICIPAL UTILITIES COMPANY,water_system,
WILDWOOD,water_system,
RECHE CANYON MUTUAL WATER CO.,water_system,
KLAMATH CAMPER CORRAL,water_system,
LARSEN'S OFFICE COMPLEX,water_system,
LAKESIDE COUNTY PARK,water_system,
THREE BROTHERS TRAVEL PLAZA,water_system,
"JACK IN THE BOX - LAKEPORT, CA",water_system,
WILSON WINERY,water_system,
LAKE CHIQUITA MUTUAL WATER COMPANY,water_system,
COSO JUNCTION RANCH STORE,water_system,
APPLE VALLEY VIEW MWC,water_system,
WALNUT COVE MOBILE ESTATES,water_system,
PARADISE RD WS #09,water_system,
I-5 AND HWY 198 REST AREA,water_system,
"WOODS, THE (MENDOCINO)",water_system,
LAKE FOREST MUTUAL W.C.,water_system,
SHORELINE SCHOOL DIST: BUS GARAGE,water_system,
"LA VERNE, CITY WD",water_system,
BRADLEY-LOCKWOOD RD WS,water_system,
RANCHO PAUMA MUTUAL WC,water_system,
CAYUCOS BEACH MUTUAL WATER COMPANY,water_system,
BERRY CREEK SCHOOL,water_system,
FREEDOM RANCH,water_system,
SEQUOIA WATER ASSOC,water_system,
SHADY ACRES,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
KARAH ESTATE WINERY,water_system,
RAINBOW SPORTS COMPLEX,water_system,
VALLECITO COUNTY PARK,water_system,
LAKEVIEW INN AND EAGLE LAKE BAR & GRILL,water_system,
WEST COAST SAND & GRAVEL,water_system,
EASTIN,water_system,
AT&T WATER SYSTEM,water_system,
RANCHO SAN JOAQUIN MWC,water_system,
MORAGA HEIGHTS MUTUAL WATER,water_system,
BELLA VISTA WATER SYS,water_system,
CASTLEWOOD DOMESTIC WATER SYSTEM,water_system,
KENWOOD VILLAGE WATER COMPANY (PUC),water_system,
THOMAS WATER SYSTEM,water_system,
SONORA ESTATES MOBILE HOME PARK,water_system,
TNF-CHAPMAN CG,water_system,
SOUTH MONTEBELLO IRRIGATION DIST.,water_system,
TNF-YUBA PASS CG,water_system,
TNF-UNION FLAT CG,water_system,
CACHE CREEK VINEYARDS,water_system,
TNF-LITTLE TRUCKEE WS,water_system,
CHAPEL IN THE PINES,water_system,
TNF-INDIAN VALLEY/ROCKY REST CG,water_system,
TNF-COTTONWOOD CG,water_system,
U.C. KEARNEY FIELD STATION,water_system,
ALLEGHANY COUNTY W.D.,water_system,
CAL FIRE - SUGAR PINE CONSERVATION CAMP,water_system,
RANCHO DEL CAMPO WATER SYSTEM,water_system,
WHISKEYTOWN NRA-BRANDY CREEK,water_system,
CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,water_system,
CALTRANS-O'BRIEN SRRA,water_system,
CALTRANS-LAKEHEAD SRRA,water_system,
FCWWD 18/FRIANT,water_system,
SPRINGWOOD ESTATES MWC,water_system,
PALMER CREEK CSD,water_system,
SAINT ANNE'S CROSSING WINERY,water_system,
DEER HILL MUTUAL WATER CO,water_system,
"GAR, LLC.",water_system,
LE GRAND COMM SERVICES DIST,water_system,
CIENEGA WINERY,water_system,
SHAVER LAKE HEIGHTS MWC,water_system,
KEN'S SHOPPING CENTER,water_system,
USFS/DORABELLE CAMPGROUND,water_system,
CASINI RANCH CAMPGROUND,water_system,
RANCHO MARINA,water_system,
CAMP CONCORD,water_system,
"SIGNAL HILL - CITY, WATER DEPT.",water_system,
ROSAMOND CSD,water_system,
ANTELOPE VALLEY POPPY RESERVE STATE PARK,water_system,
CAMPTONVILLE COMMUNITY SERV DIST,water_system,
ORCHARD LN WS #09,water_system,
RICHARDSON GROVE CAMPGROUND & RV PARK,water_system,
RICHARDSON GROVE SP-STATE PARKS,water_system,
BRICELAND C.S.D.,water_system,
SIERRA MEADOWS,water_system,
"SYSCO FOOD SERVICES OF SACRAMENTO, INC.",water_system,
SIERRA NORTH COMMUNITY SERVICE DISTRICT,water_system,
STRATFORD PUD,water_system,
COLORADO MUTUAL WATER COMPANY,water_system,
BUCKINGHAM PARK WATER DISTRICT,water_system,
SEASIDE MUNICIPAL WATER SYSTEM,water_system,
DESERT LAKE COMM SERV DIST,water_system,
SCHOOL HOUSE RESTAURANT AND TAVERN,water_system,
BETHEL ISLAND MUTUAL WATER CO,water_system,
ST JUDE CATHOLIC CHURCH,water_system,
FCWWD 38/SKY HARBOUR,water_system,
VALLEY OF THE MOON PLAZA SHOPPING CENTER,water_system,
NPS PRNS - LIGHTHOUSE,water_system,
SEYMOUR'S MUTUAL WATER SYSTEM,water_system,
BLUE SKIES TRAILER PARK,water_system,
SELMA EXXON TIGER MART,water_system,
FCWWD 40 - SHAVER SPRINGS,water_system,
SIERRA ENDANGERED CAT HAVEN,water_system,
SIERRA LUTHERAN CHURCH,water_system,
SHERWOOD FOREST GOLF CLUB,water_system,
SELMA QUICK STOP,water_system,
SHANT BHAVAN PUNJABI FUNERAL HOME,water_system,
SOUTHWEST TRANSPORTATION AGENCY,water_system,
MCKINLEYVILLE C.S.D.,water_system,
COUNTRY CLUB COUNTY WD,water_system,
LAZY S MOBILE RANCH,water_system,
HOLLY RANCH VILLAGE,water_system,
NORTH MARIN WATER DISTRICT,water_system,
MPWD-COULTERVILLE CSA 1,water_system,
FAIRWAY ESTATES PWS CSA-18,water_system,
LYNMAR WINERY,water_system,
AUJLA GUSTINE LLC,water_system,
NORTH COAST COUNTY WATER DIST,water_system,
MOUNTAIN VALLEY COMMUNITY CHURCH,water_system,
NEW HOPE COMMUNITY CHURCH,water_system,
BLU-IN CAFE,water_system,
KING ISLAND TRAILER PARK WATER SYSTEM,water_system,
LAS FLORES WATER CO.,water_system,
ACCELERATED CHARTER HIGH SCHOOL,water_system,
CAMPOBELLO,water_system,
LAKE ALPINE WATER COMPANY,water_system,
KAMP KLAMATH CORP.,water_system,
JED SMITH HOMEOWNERS ASSN.,water_system,
POINT CABRILLO HIGHLANDS,water_system,
MADERA CO BASS LAKE GOVT CENTER,water_system,
JACKSON HIDE-A-WAY,water_system,
TRENTADUE WINERY,water_system,
KING ISLAND RESORT PWS,water_system,
MONTEREY MUSHROOMS - HALL RD,water_system,
SIERRA LODGE/TRANQUILITY HOSPITALITY LLC,water_system,
SMITH FORKS WATER SYSTEM,water_system,
ALAMEDA POINT,water_system,
ROCKING K RANCH ESTATES MUTUAL WATER CO.,water_system,
VALLEY FORD WATER ASSOCIATION,water_system,
DEL ORO WATER CO - METROPOLITAN DISTRICT,water_system,
FREEPORT MARINA,water_system,
SILVER CITY WATER CO.,water_system,
ALDERPOINT COUNTY WATER,water_system,
KENDALL-JACKSON WINE CENTER,water_system,
SIERRA KING HOMEOWNERS ASSN,water_system,
HOLIDAY HARBOR MARINA,water_system,
WILKINSON MANOR A-ZONE PWS,water_system,
RANCH ROAD ESTATES MUTUAL WATER COMPANY,water_system,
SONOMA SPRINGS,water_system,
SAN JOAQUIN COUNTY - WILKINSON MANOR,water_system,
SILVERFORK STORE WATER SYSTEM,water_system,
CAL TRANS ERRECA REST AREA,water_system,
MICHELE MUTUAL WATER COMPANY,water_system,
"ESCALON, CITY OF",water_system,
NORTHSTAR C.S.D.,water_system,
OAK GROVE SCHOOL,water_system,
LASSETER FAMILY WINERY,water_system,
ROARING CAMP,water_system,
ARLINGTON HEIGHTS MHP,water_system,
HUMBOLDT WOODLANDS MUTUAL,water_system,
MARIN FRENCH CHEESE CO,water_system,
HAPPY HARBOR (SWS),water_system,
MERIDIAN RD WS #09,water_system,
SUTTER SANTA ROSA REGIONAL HOSPITAL,water_system,
FOUNDERS GROVE-STATE PARKS,water_system,
KENNEDY MEADOWS RESORT,water_system,
RIVER HIGHLANDS CSD,water_system,
JIMTOWN AND THEN SUM,water_system,
ELK COUNTRY RV RESORT AND CAMPGROUND,water_system,
STONE LAGOON-STATE PARKS,water_system,
VAN DUZEN - HUMBOLDT CO. PARKS,water_system,
FIREFALL RANCH WATER SYSTEM,water_system,
GASQUET C.S.D.,water_system,
WHITETHORN ELEMENTARY SCHOOL,water_system,
ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,water_system,
GOLD RUSH MOBILE HOME PARK,water_system,
WHISPERING PINES MOBILE HOME PARK,water_system,
LAKE MORENA VIEWS MWC,water_system,
PIONEER PLACE MWS,water_system,
AQUA J. MUTUAL WATER COMPANY,water_system,
BLUE LAKES VILLAGE,water_system,
AZALEA GLEN,water_system,
MATRIX WINERY,water_system,
LAKE COUNTY CSA 2 - SPRING VALLEY,water_system,
ANGELO LANE WATER COMPANY,water_system,
LAKE DON PEDRO HOMEOWNERS,water_system,
GLEN HELEN TRUCK PARKING FACILITY,water_system,
RANCHERIA WATER & IMPRMNT ASSN,water_system,
HILLTOP MWA,water_system,
WILDEWOOD EAST MUTUAL,water_system,
HAWKES WINERY,water_system,
WOLF LAKES PARK,water_system,
RAINS CREEK WATER DISTRICT,water_system,
PRATHER WATER DISTRICT,water_system,
SPIDER WEB RANCH,water_system,
CITY OF MODESTO - SALIDA,water_system,
TRINIDAD EXTENDED STAY RV,water_system,
SEVILLE WATER COMPANY,water_system,
STOCKDALE MUTUAL WATER CO.,water_system,
CIRCLE OAKS WATER DISTRICT,water_system,
MERQUIN ELEMENTARY SCHOOL,water_system,
LELAND MEADOW WATER DISTRICT,water_system,
MARBLE QUARRY RESORT,water_system,
GOLDEN SIERRA ESTATES_FKA MOTHER LODE,water_system,
OAK KNOLL PROFESSIONAL CTR,water_system,
DEL LOMA RV PARK & CG,water_system,
RANCHO CARRILLO MWC,water_system,
COAST GALLERY WS,water_system,
MADERA CO SA3-PARKSDALE,water_system,
"WILLITS, CITY OF",water_system,
MD 37 LA VINA,water_system,
"EXETER, CITY OF",water_system,
BEACH CREEK MOBILE HOME PARK,water_system,
LA HACIENDA DEL TORO,water_system,
PIERPOINT SPRINGS WATER CO.,water_system,
WESTSIDE PARK MUTUAL WATER,water_system,
Z RANCH MWC,water_system,
ROSELAND MOBILE HOME PARK,water_system,
WOODVILLE FARM LABOR CENTER,water_system,
VINEYARD ESTATES MWC,water_system,
LASSEN MOBILE HOME PARK,water_system,
MOUNTAIN HIGH EAST SKI AREA,water_system,
"FORT BRAGG, CITY OF",water_system,
ALTMAN PLANTS WS #04 -ESP 420 (PREV CS1),water_system,
LONGVIEW MENNONITE SCHOOL,water_system,
CITY OF SHASTA LAKE,water_system,
DELHI KINGDOM HALL,water_system,
LIVINGSTON PROPERTIES,water_system,
HARRIS WOOLF ALMONDS-BALLICO,water_system,
HOME CREEK TRACT,water_system,
MINTURN HULLER,water_system,
YOSEMITE VALLEY BEEF PACKING CO INC,water_system,
"TRADITIONAL MEDICINALS, INC.",water_system,
JACUMBA COMMUNITY SD,water_system,
FRESNO CLOVIS RWRF WATER SYSTEM,water_system,
SHORE FUN R.V. PARK,water_system,
WHITE FENCE FARMS MWC NO.3,water_system,
