all_names,entity_type,notes
GOLDEN STATE WC - COWAN HEIGHTS,water_system,
"SHADY GROVE  MOBILE HOME PARK, LLC",water_system,
SIERRA VIEW JR ACADEMY,water_system,
SCICON,water_system,
ROCKFORD SCHOOL,water_system,
SHOP N GO,water_system,
RIVERLAND RESORT,water_system,
RJ'S TRAVEL CENTER,water_system,
R-RANCH IN THE SEQUOIAS,water_system,
SAPUTO DAIRY FOOD USA,water_system,
COMFORT INN & SUITES,water_system,
CAMP JONES GULCH,water_system,
JOSEPH GRANT COUNTY PARK,water_system,
FORESTVILLE WATER DISTRICT,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
UVAS CANYON COUNTY PARK,water_system,
RUSSIAN RIVER COUNTY WATER DISTRICT,water_system,
SWEETWATER SPRINGS CWD - GUERNEVILLE,water_system,
MCKINNEY WATER DISTRICT,water_system,
NORTH DAVIS MEADOWS,water_system,
RIVER BEND RESORT,water_system,
SISQUOC,water_system,
"BAR ""H"" MWC",water_system,
INDIAN CREEK CSD,water_system,
COLD SPRINGS WATER CO,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
TIERRA MEADOWS HOA WS,water_system,
RIVER OAKS/KINGDOM HALL,water_system,
WOODSIDE WA,water_system,
CAL AM - WEST PLACER,water_system,
ALEXANDER VALLEY ACRES WATER COMPANY,water_system,
NAF EL CENTRO,water_system,
BRANDEIS BARDIN INSTITUTE,water_system,
BARTLETT PARK,water_system,
BOB'S TINY MART,water_system,
CALTRANS VISALIA MAINTENANCE STATION,water_system,
CUTLER PARK,water_system,
TULARE COUNTY HAULING,water_system,
USA PETRO SUPER STOP,water_system,
USACE-HORSE CREEK CAMPGROUND,water_system,
USACE-SLICK ROCK DAY USE,water_system,
USFS-HORSE MEADOW CAMPGROUND,water_system,
USFS-TROY MEADOW CAMPGROUND,water_system,
ADM RICE INC.,water_system,
VALLECITOS WD,water_system,
FORTINO WINERY,water_system,
VALLEY VIEW RANCHES,water_system,
"NEWBY ISLAND LANDFILL, REPUBLIC SERVICES",water_system,
CAL AM - MEADOWBROOK,water_system,
REFORESTATION TECHNOLOGIES INTERNATIONAL,water_system,
MT. HAMILTON GRANDVIEW RESTAURANT,water_system,
"HUGHSON, CITY OF",water_system,
ELK GROVE WATER DISTRICT,water_system,
BAUTISTA CC NO. 36,water_system,
PSMCSD - VIERRA ESTATES WS,water_system,
GOLDEN HILLS CSD,water_system,
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
Golden State Water Company|Golden State Water|GSWC|American States Water Company|AWR,water_iou,subsidiary of American States Water
CAL AM - FRUITRIDGE VISTA,water_system,
PORTERVILLE MOBILE VILLAGE,water_system,
CUTLER PUD,water_system,
COLUSA INDUSTRIAL PROPERTIES,water_system,
KINGDOM HALL OF JEHOVAH'S WITNESS-WMS,water_system,
CORNING RV PARK,water_system,
COYOTE CREEK GOLF CLUB,water_system,
MELODY WOODS WATER COMPANY,water_system,
MAYWOOD MOBILE HOME PARK,water_system,
MT. PLEASANT WATER USERS ASSOCIATION,water_system,
SULLIVAN MUTUAL WATER,water_system,
SAN MARTIN FOOTHILLS WATER COMPANY,water_system,
LOMA PRIETA JUSD-LOMA PRIETA SCHOOL,water_system,
CCWD - WALLACE,water_system,
CSP HENRY W. COE STATE PARK,water_system,
RIVERLAND MOBILEHOME PARK,water_system,
KERNVALE MUTUAL WATER CO,water_system,
FALLBROOK PUD,water_system,
DEL ORO WC - LARKSPUR MEADOWS,water_system,
RIVERNOOK CAMPGROUND,water_system,
EL DORADO ID - STRAWBERRY,water_system,
EL DORADO ID - OUTINGDALE,water_system,
LAKE ARROWHEAD CSD,water_system,
HIDDEN HARBOR MARINA & RVP,water_system,
SUNBEAM LAKE RV RESORT,water_system,
HONEY LAKE CAMPGROUND,water_system,
APTOS HILLS MUTUAL WATER CO,water_system,
"HANFORD, CITY OF",water_system,
BELLFLOWER - SOMERSET MWC,water_system,
AGRILAND FARMING,water_system,
CCWD - JENNY LIND,water_system,
CCWD - COPPER COVE,water_system,
RAPID RIVER MOBILEHOME PARK,water_system,
SACRAMENTO RIVER RV PARK,water_system,
EMERALD VALLEY-ZABALA WS,water_system,
PUENTE HOUSING SOLUTIONS,water_system,
GLENN AVE WS #01,water_system,
SEQUOIA RV RANCH,water_system,
FETZER VINEYARDS,water_system,
U.S. ARMY CORPS-LAKE MENDO (KYEN CMPGRD),water_system,
U.S. ARMY CORPS-LAKE MENDO (MARINA SITE),water_system,
PACIFIC REEFS WATER DISTRICT,water_system,
GOLDENEYE WINERY,water_system,
I & E  LATH MILL,water_system,
MENDOCINO COUNTY FAIRGROUNDS,water_system,
OFFSTREET STUDIOS,water_system,
PENNYROYAL FARM,water_system,
THE MADRONES,water_system,
CSP-MACKERRICHER STATE PARK,water_system,
CSP-HENDY WOODS STATE PARK,water_system,
CSP-MENDOCINO HEADLANDS-SEA ARCH,water_system,
CDF-CHAMBERLAIN CREEK CONSERVATION CAMP,water_system,
U.S. BUREAU OF RECLAMATION-LK. BERRYESSA,water_system,
USFS-MIDDLE CREEK CG,water_system,
PACIFIC UNION COLLEGE,water_system,
LOS ANGELES CWWD 29 & 80-MALIBU,water_system,
Corona Department of Water and Power|Corona Power|Corona Electric,dual_utility,water + electric
"SAN DIEGO, CITY OF",water_system,
FARM MUTUAL W.C. (THE),water_system,
EMERALD VALLEY MUTUAL WATER COMPANY,water_system,
CITY OF WEST SACRAMENTO,water_system,
EAST INYOKERN MUTUAL WATER,water_system,
60TH STREET ASSOC. WATER SYSTEM,water_system,
"AVENAL, CITY OF",water_system,
LOS RANCHOS DE UVAS WATER COMPANY,water_system,
CDF-KONOCTI CONSERVATION CAMP NO. 27,water_system,
WESTPORT COUNTY WATER DISTRICT,water_system,
PALMS RIVER RESORT,water_system,
CARMEL RIVIERA MWC,water_system,
SOUTH MOUNTAIN MUTUAL WATER CO,water_system,
THE VILLAGE MOBILE HOME PARK,water_system,
GAVILAN JOINT COMMUNITY COLLEGE DISTRICT,water_system,
GILROY USD-RUCKER SCHOOL,water_system,
TERRACE WATER COMPANY,water_system,
INDIAN OAKS TRAILER PARK,water_system,
TOKAY PARK WATER CO,water_system,
BROCK MUTUAL WATER COMPANY,water_system,
BEL AIR MOBILE ESTATE,water_system,
HARMONY VILLAGE,water_system,
DEPARTMENT OF WATER AND POWER,water_system,
BIG BEAR SHORES RV RESORT,water_system,
PINON PINES MWC,water_system,
KRISTA MUTUAL WATER COMPANY,water_system,
MONTEREY MUSHROOMS - MAHER CRT,water_system,
MONTEREY BAY NURSERY WS,water_system,
MAYWOOD MUTUAL WATER CO. #1,water_system,
CITY OF PALO ALTO,water_system,
LARKIN WOODS MUTUAL WATER COMPANY,water_system,
"BANNING, CITY OF",water_system,
OTAY WATER DISTRICT,water_system,
OID #22 - WILLIAMS TRACT,water_system,
LAUREL COMMUNITY LEAGUE,water_system,
BIG BASIN WATER COMPANY,water_system,
OID #45,water_system,
PALM SPRINGS CREST,water_system,
OID #51 - SUNSET OAKS #10,water_system,
CROWLEY LAKE MUTUAL WATER COMPANY,water_system,
PRIMROSE LANE APARTMENTS,water_system,
MOUNTAIN MEADOWS MWC,water_system,
MWD - EAGLE MOUNTAIN,water_system,
"KAISER EAGLE MOUNTAIN, LLC",water_system,
CAMARILLO WATER DEPT,water_system,
NORTH BUELLTON HILLS WATER CO,water_system,
SIERRA PINES MOBILE HOME PARK,water_system,
Liberty Utilities California Pacific Electric Company|Liberty Utilities|CalPeco|Liberty Electric,electric_iou,Tahoe/Truckee CA service area; Algonquin Power subsidiary
"SANTA FE SPRINGS - CITY, WATER DEPT.",water_system,
COUNTRY HILLS ESTATES,water_system,
ARROYO SECO ESTATES MWS,water_system,
LAKE SAN ANTONIO MHP WS,water_system,
WILCOX STATION RANCH,water_system,
O'CONNOR HOSPITAL,water_system,
"SARATOGA SPRINGS, INC.",water_system,
SANBORN-SKYLINE COUNTY PARK,water_system,
CLEAR CREEK LATTER DAY SAINTS CHURCH,water_system,
MOUNTAIN VALLEY LATTER-DAY SAINTS CHURCH,water_system,
JOHNSTONVILLE WATER SYSTEM,water_system,
LNF-EAGLE LAKE CAMPGROUNDS,water_system,
SHAVER LAKE HEIGHTS WATER ASSN,water_system,
BELLA SHORES MOBILE HOME PARK,water_system,
APPLE VALLEY FARMS,water_system,
SUNSET VISTA ESTATES MHP,water_system,
CITY OF FAIRFIELD,water_system,
"VALLEY ESTATES POA, INC.",water_system,
VISTA IRRIGATION DISTRICT,water_system,
SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,water_system,
VALLEY VIEW ESTATES MUTUAL WATER CO,water_system,
KERN MOBILE ESTATES LLC,water_system,
YOSEMITE'S SCENIC WONDERS,water_system,
TRADEWIND WATER ASSOC.,water_system,
CITY OF PLEASANTON,water_system,
ADA'S LODGES,water_system,
EMERALD CITY MUTUAL WATER CO,water_system,
FCSA 34B - VENTANA HILLS,water_system,
TOLLHOUSE MARKET & GRILL,water_system,
PATTERSONS PUB,water_system,
WOODSIDE RV PARK,water_system,
POMO CAMPGROUND,water_system,
HARVEST AT MENDOSAS,water_system,
GREEN REAL ESTATE ENTERPRISES LLC,water_system,
BIG RIVER VISTA MUTUAL WATER COMPANY,water_system,
SURFWOOD MUTUAL WATER CORPORATION,water_system,
POINT OF VIEW MUTUAL WATER CO,water_system,
HILL HOUSE L.L.C.,water_system,
HILLS RANCH MUTUAL WATER COMPANY,water_system,
SHORELANDS ROAD & WATER COMPANY,water_system,
SEAFAIR ROAD AND WATER COMPANY,water_system,
SAN JOSE FAMILY CAMP,water_system,
YOSEMITE RIVERSIDE INN,water_system,
USFS SWEETWATER CAMPGROUND,water_system,
WAUKENA MARKET,water_system,
DUCOR CSD,water_system,
"VENTURA COASTAL, LLC - VISALIA DIVISION",water_system,
VISALIA SALES YARD,water_system,
"MCWANE PLANT AND INDUSTRIAL, LLC",water_system,
WESTERN HOLIDAY LODGE,water_system,
"FORT ROSS LODGE, LLC",water_system,
DUTCHER CROSSING WINERY,water_system,
SANGIACOMO WINERY,water_system,
ROBERT YOUNG FAMILY LIMITED PARTNER,water_system,
SEA WEST RESTAURANT,water_system,
KOINONIA CONFERENCE GROUNDS,water_system,
ANGELS CAMP RV/CAMPING RESORT,water_system,
PESANTE RD WS #02,water_system,
CALERA CANYON HEIGHTS HOA,water_system,
BSA/CAMP CHAWANAKEE,water_system,
SIERRA VALLEY PRESERVE,water_system,
PEPPERWOOD ENVIRONMENTAL CENTER,water_system,
MIDPINES TIMBER MOBILE HOME PARK SSW/04,water_system,
RIVERVIEW MOBILE HOME PARK,water_system,
EASTERN SIERRA COLLEGE CENTER - BISHOP,water_system,
MARIANA RANCHOS CWD,water_system,
SHADOW MOUNTAIN MHP,water_system,
INTERSTATE 5 UTILITY COMPANY,water_system,
LOS ALAMOS COMMUNITY SERVICES DISTRICT,water_system,
USMC YERMO ANNEX,water_system,
HOME GARDENS COUNTY WD,water_system,
PALMDALE WATER DIST.,water_system,
TAHOE KEYS WATER COMPANY,water_system,
MOUNTAIN HOUSE BAR,water_system,
CARMET BY THE SEA WATER COMPANY,water_system,
CRESTON ELEMENTARY SCHOOL,water_system,
GLEN OAKS WS #01,water_system,
ALI MUTUAL WATER CO,water_system,
"GALT, CITY OF",water_system,
PLEASANT VALLEY ELEMENTARY,water_system,
RIDGEVIEW ESTATES MWC,water_system,
PG&E UPPER BLUE LAKES C.G.,water_system,
TROUT GULCH MUTUAL WATER COMPANY,water_system,
COASTAL CHRISTIAN SCHOOL,water_system,
SKY FOREST MWC,water_system,
CARTAGO MUTUAL WATER COMPANY,water_system,
STERLING MUTUAL WATER COMPANY,water_system,
DEL RIO MUTUAL,water_system,
CUYAMA MUTUAL WATER COMPANY,water_system,
HECK CELLARS WATER SYSTEM,water_system,
LEMOORE NAVAL AIR STATION,water_system,
POPLAR COMM SERVICE DIST,water_system,
YOSEMITE TERRACE ESTATES,water_system,
STARLITE PINES MUTUAL WATER CO INC,water_system,
VALLEY VIEW MUTUAL WATER CO.,water_system,
HOPE VALLEY CG,water_system,
MATTOLE ELEMENTARY SCHOOL,water_system,
DEL ORO WATER COMPANY - BUZZTAIL DIST.,water_system,
CORTEZ GROWERS ASSO. WATER SYSTEM,water_system,
TRES PINOS CWD,water_system,
MAZE BLVD MOBILEHOME PARK,water_system,
MD 63 MEADOW SPRINGS RANCH,water_system,
"O.A.R.S., INC  #70",water_system,
CLEAR RIDGE WA,water_system,
CSP HOLLISTER HILLS SVRA,water_system,
HILLVIEW PACKING-GUSTINE,water_system,
EL CAPITAN MUTUAL WATER COMPANY,water_system,
BLAIRSDEN WATER USERS ASSN,water_system,
VISTA WATER COMPANY,water_system,
SAN FRANCISCO INTERNATIONAL AIRPORT,water_system,
E & J GALLO WINERY,water_system,
BLYTHE MOBILE HOME ESTATES,water_system,
USFS/DEER CREEK CAMPGROUND,water_system,
HOPLAND PUBLIC UTILITY DISTRICT,water_system,
BIG PINE CSD,water_system,
VIDAL CHEVRON,water_system,
NORTH EDWARDS WD,water_system,
COPCO LAKE MWC,water_system,
ALPINE SPRINGS MOBILE HOME PARK,water_system,
AUTOCAMP-YOSEMITE,water_system,
CALIFORNIA STATE PRISON - SOLANO,water_system,
SUNSET BEACH MUTUAL WATER CO,water_system,
LODGE AT BLUE LAKES,water_system,
DEER MEADOW MUTUAL WATER COMPANY,water_system,
MENF-FOUTS SPRINGS CG,water_system,
CUROTTO ENTERPRISES 2 LLC,water_system,
CAMP PEACEFUL PINES,water_system,
CALVARY CHAPEL,water_system,
DWR DELTA FIELD DIVISION - BANKS PP,water_system,
PG&E HELMS SUPPORT FACILITY,water_system,
HONEYDEW COUNTRY STORE,water_system,
BELMONT COUNTRY CLUB,water_system,
BERRYESSA ESTATES (LBRID),water_system,
LINCOLN CHAN-HOME RANCH,water_system,
MARSHALL BOAT WORKS,water_system,
SPENCE RD WS #05,water_system,
KEYES 76 (WATER SYSTEM),water_system,
RIVERBANK LRA,water_system,
ALPINE OAKS ESTATES LLC,water_system,
WESTSIDE STORAGE WATER SYSTEM,water_system,
"POMONA - CITY, WATER DEPT.",water_system,
CITY OF VALLEJO,water_system,
LOS ANGELES RESIDENTIAL COMMUNITY FOUNDA,water_system,
EASTON BRANCH LIBRARY,water_system,
"S & W WAREHOUSING, LLC",water_system,
SLEEPY VALLEY WATER COMPANY,water_system,
YMCA CAMP TULEQUOIA/MILLWOOD,water_system,
REDWOOD EMPIRE SAWMILL,water_system,
MADRONA MANOR,water_system,
CSP - TOMALES BAY ST PARK,water_system,
TDS CALIFORNIA,water_system,
SUMMIT MUTUAL WATER COMPANY,water_system,
STARLITE WINERY,water_system,
LAZY H MUTUAL WATER COMPANY,water_system,
"EUREKA, CITY OF",water_system,
CITY OF BIGGS,water_system,
BIG BEAR CITY CSD,water_system,
EARLIMART PUD,water_system,
COVINGTON MILL MWC-DIVISION B,water_system,
MCBRIDE SPRINGS CAMPGROUND,water_system,
SIERRA CEDARS CSD,water_system,
QUALITY INN SYSTEM,water_system,
MDF-MEDICINE LAKE,water_system,
SELMA HIGH SCHOOL,water_system,
WHITETHORN CONSTRUCTION,water_system,
LIBERTY-BELLVIEW HEIGHTS,water_system,
CITY OF BUENA PARK,water_system,
SAN JERARDO COOP WS,water_system,
CREEKSIDE VILLAGE,water_system,
NEW AUBERRY WATER ASSOCIATION,water_system,
RUSSOS MOBILE PARK,water_system,
EBRPD ROUND VALLEY WATER SYSTEM,water_system,
LATON COMMUNITY SERVICES DISTRICT,water_system,
ISLAND UNION SCHOOL,water_system,
MAGNOLIA UNION SCHOOL,water_system,
POND MUTUAL WATER COMPANY,water_system,
GILBERT STREET COMPLEX,water_system,
CREEKSIDE CABINS & RV RESORT,water_system,
BETHEL MISSIONARY BAPTIST,water_system,
MONROE/LEINBERGER CNTR - WATERS,water_system,
BSA/CAMP OLJATO,water_system,
YOUTH WITH A MISSION-SPRINGS OF LIVING W,water_system,
BIG SUR CAMPGROUND WS,water_system,
LOWER DEER CREEK TRACT,water_system,
FOREST RANCH MOBILE PARK,water_system,
QUAKER CENTER,water_system,
TOWN & COUNTRY WATER COMPANY,water_system,
"OCEANSIDE, CITY OF",water_system,
OAK KNOLLS MUTUAL WATER COMPANY,water_system,
MALAGA COUNTY WATER DISTRICT,water_system,
TWIN VALLEY INC,water_system,
BLYTHE - CITY OF,water_system,
CRESSEY SCHOOL,water_system,
KINGS PARK APARTMENTS,water_system,
ATHAL MUTUAL WATER SYSTEM,water_system,
CLEAR WATER MUTUAL WATER COMPANY,water_system,
SAN LUIS HILLS,water_system,
"OAKLANE MOBILE VILLAGE, LLC.",water_system,
FOOTHILL ELEMENTARY SCHOOL,water_system,
NORTHROP GRUMMAN CORP.,water_system,
MISSION SPRINGS CONFERENCE CENTER,water_system,
MARINA MOBILE MANOR,water_system,
VILLAGE FOOD MART WATER SYSTEM,water_system,
RINCON DEL DIABLO MWD (ID-A),water_system,
WASHINGTON WATER DISTRICT,water_system,
SIERRA CO. W.W.D #1 CALPINE,water_system,
WESTLANDS WATER DISTRICT,water_system,
AMERICAN VALLEY CSD,water_system,
GOLDEN ERA PRODUCTIONS,water_system,
FOWLER PACKING COMPANY,water_system,
BIG CREEK COMMUNITY SERV DIST,water_system,
HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM,water_system,
NPS-WOLVERTON,water_system,
INYO COUNTY PWD - LAWS TOWN,water_system,
CENTRAL CONTRA COSTA SANITARY DISTRICT,water_system,
ROHDE ROAD APARTMENTS,water_system,
CSP-ANDREW MOLERA STATE RESERVE,water_system,
U.S. ARMY CORPS-LAKE SONOMA HEADQUARTERS,water_system,
SIERRA ARMY DEPOT,water_system,
MEADOW ESTATES MUTUAL,water_system,
"AMERICAN CANYON, CITY OF",water_system,
GOLD COUNTRY HOME PARK - WATER SYSTEM,water_system,
WILSONA GARDENS MUTUAL,water_system,
CHINA FLAT CAMPGROUND,water_system,
SAN PASQUAL BATTLEFIELD STATE PARK,water_system,
USMC - HOUSING COLEVILLE,water_system,
TNF-LOGGER & STAMPEDE RC,water_system,
LAKE FRANCIS MUTUAL WATER COMPANY,water_system,
HUNTER VALLEY CSD,water_system,
REBEL RIDGE VILLAGE,water_system,
"ESCONDIDO, CITY OF",water_system,
CITY OF ALTURAS,water_system,
KEELER YARD LADWP,water_system,
HOLLAND HULLING COMPANY,water_system,
LOS GATOS TOMATO PRODUCTS,water_system,
YELLOW JACKET CAMPGROUND,water_system,
CHINESE CAMP SCHOOL,water_system,
T&P FARMS,water_system,
FOOTHILL MUTUAL WATER COMPANY,water_system,
HIGHWAY 20 TRAILER PARK,water_system,
GRIMES BOAT LANDING,water_system,
ALMA LATTER-DAY SAINTS CHURCH,water_system,
Z BEST PRODUCTS,water_system,
SEED TESTING REAL ESTATE II LLC,water_system,
COYOTE VALLEY SPORTING CLAYS,water_system,
RIVERSTONE/ROOTCREEK WATER DISTRICT,water_system,
RIO LINDA/ELVERTA COMMUNITY WATER DIST,water_system,
SANTA CLARA VALLEY MEDICAL CENTER,water_system,
SOUTH COUNTY RETIREMENT HOME,water_system,
CITY OF GUSTINE,water_system,
CITY OF GRASS VALLEY,water_system,
GARLIC WORLD,water_system,
SAN MARTIN LIONS CLUB,water_system,
"NEVADA ID - E. GEORGE, BANNER MOUNTAIN",water_system,
TRUCKEE-DONNER PUD - HIRSCHDALE,water_system,
"PLACERVILLE, CITY OF - MAIN",water_system,
"RIVERBANK, CITY OF",water_system,
ELSINORE VALLEY MWD,water_system,
JURUPA COMMUNITY SD,water_system,
DEL ORO WATER COMPANY - STRAWBERRY DIV.,water_system,
SEAFOAM LODGE,water_system,
STANFORD INN BY THE SEA,water_system,
CLEONE CAMPGROUND AND GROCERY,water_system,
MACCALLUM HOUSE INN,water_system,
THE LAND,water_system,
INTERNATIONAL PAPER - EXETER BULK,water_system,
HOPE ELEMENTARY SCHOOL,water_system,
GRUMPY BEARS RETREAT,water_system,
KINGS INN MOTEL,water_system,
VILLAGE APARTMENTS,water_system,
"WESPAK, INC.",water_system,
MILL CREEK VINEYARDS,water_system,
SIERRA PACIFIC INDUSTRIES,water_system,
FISH TAIL INN,water_system,
SILVER LAKE CAMPGROUND,water_system,
STONEGATE MOBILE HOME PARK,water_system,
WILBUR HOT SPRINGS,water_system,
HITCHCOCK RD WS #02,water_system,
E. SILVER LAKE HOMEOWNERS,water_system,
BERRYESSA PINES WATER SYSTEM,water_system,
PEDRAZZI MWC,water_system,
LOCH LOMOND MUTUAL WATER CO,water_system,
NEVADA ID - LAKE WILDWOOD,water_system,
BRICOLEUR VINEYARDS,water_system,
SUNRISE MUTUAL WATER CO.,water_system,
BURCHELL ROAD WATER ASSOCIATION,water_system,
NESTLDOWN RANCH,water_system,
TWAIN HARTE COMMUNITY SERVICES DISTRICT,water_system,
CITY OF MERCED,water_system,
SIERRA TWAIN HARTE MHP,water_system,
GROVELAND COMMUNITY SERV DIST,water_system,
SCC ANIMAL SHELTER/AIRPORT,water_system,
LAKESIDE SD-LAKESIDE SCHOOL,water_system,
WALDEN WEST,water_system,
CSP-VAN DAMME STATE PARK,water_system,
TEMESCAL VALLEY WATER DISTRICT,water_system,
MAHER MUTUAL WATER COMPANY,water_system,
E STRING CELLARS,water_system,
PROVIDENCE MTNS SRA,water_system,
USFS OAK FLAT WATER SYSTEM,water_system,
HIDDEN VALLEY FOOD MART,water_system,
ALBION FIELD STATION,water_system,
NORCAL GASOLINE,water_system,
MENDOCINO SCHOOL DISTRICT- MENDOCINO,water_system,
CAMP MENDOCINO,water_system,
U.S. ARMY CORPS-LAKE MENDO (BUSHAY SITE),water_system,
U.S. ARMY CORPS-LAKE MENDO (POMO SITE),water_system,
BLACK OAK FACILITY,water_system,
WAUKENA ELEMENTARY SCHOOL,water_system,
WIEBE FARMS,water_system,
"WILLITTS EQUIPMENT COMPANY, INC.",water_system,
HEATH BRIMHALL P.O.A.,water_system,
IRVINE LODGE REST STOP (CALTRANS),water_system,
MENDOCINO ART CENTER,water_system,
ROUND VALLEY HIGH SCHOOL,water_system,
FLIGHT RIDGE,water_system,
DICK'S PLACE,water_system,
BLACKBIRD FARM,water_system,
TESORO 68137,water_system,
ANDERSON VALLEY BREWING COMPANY,water_system,
NAVARRO VINEYARDS,water_system,
REDWOOD DRIVE-IN,water_system,
BOONVILLE HOTEL,water_system,
MT. EDEN MUTUAL WATER COMPANY,water_system,
THE RAINBOW JUNCTION WATER SYSTEM,water_system,
SANTA TERESA MEADOWS WATER COMPANY,water_system,
LEARNING SERVICES CORP.,water_system,
FIELD SPORTS PARK/COYOTE RANCH,water_system,
MONTEREY MUSHROOMS,water_system,
BAKMAN WATER COMPANY,water_system,
CHALK HILL ESTATES HOA,water_system,
SPRING MOUNTAIN MUTUAL WATER COMPANY,water_system,
OXNARD PALLET COMPANY,water_system,
FALLON ROAD LABOR HOUSING,water_system,
DESERT WATER AGENCY,water_system,
MERRILL GARDENS IRIS CANYON WS,water_system,
CALIFORNIA-AMERICAN LARKFIELD (PUC),water_system,
LOMAS DEL SOL MWS,water_system,
PRUNEDALE MWC,water_system,
LITTLE BEAR WATER COMPANY,water_system,
CSP-PT. CABRILLO LIGHT STATION SHP,water_system,
WILLIAMS MUTUAL  WATER COMPANY,water_system,
SUNSET WEST COMMUNITY LLC,water_system,
CAL FIRE - MIRAMONTE CONSERVATION CAMP,water_system,
EAGLE NEST HOMEOWNERS' ASSOCIATION,water_system,
OPTIMISTS VOLUNTEERS FOR YOUTH,water_system,
PIGEON POINT HOSTEL,water_system,
LA HONDA CENTER,water_system,
GAZOS CREEK BEACH HOUSE,water_system,
SAN GREGORIO COMPANY,water_system,
COSTANOA CAMPGROUND,water_system,
SKYLAWN MEMORIAL PARK (SKYLAWN INC),water_system,
"PATTERSON, CITY OF",water_system,
LAKE CANYON MUTUAL WATER COMPANY,water_system,
CITY OF SAN JOSE - NSJ/ALVISO,water_system,
ROCKWOOD ESTATES MUTUAL WATER COMPANY,water_system,
SAN LORENZO VALLEY WATER DIST,water_system,
WILLIAMS - RC FARMS WS,water_system,
WASHINGTON  SCHOOL WS,water_system,
WHISKEYTOWN NRA-WHISKEY CREEK,water_system,
CHAMISAL WA,water_system,
MONTE VISTA WD,water_system,
LA CUMBRE MUTUAL WATER CO,water_system,
THREE PALMS MOBILEHOME PARK,water_system,
ROUGH & READY VILLAGE,water_system,
WOODWARD BLUFFS MHP,water_system,
COUNTRYSIDE CARE CENTER,water_system,
CARUTHERS COMM SERV DIST,water_system,
CITY OF DALY CITY,water_system,
CITY OF MILLBRAE,water_system,
SOUTH KAWEAH MUTUAL WATER COMPANY,water_system,
CALIFORNIA CONSERVATION CAMP #14,water_system,
SIERRA BELLA MUTUAL WATER COMPANY,water_system,
CITY OF YUBA CITY,water_system,
HILLVIEW ACRES MUTUAL WATER COMPANY,water_system,
R.S. MUTUAL WATER COMPANY,water_system,
HOWELL MOUNTAIN MUTUAL WATER COMPANY,water_system,
ANZA VINEYARD ESTATES MUTUAL WATER CO,water_system,
BARTON FLATS WATER SYSTEM,water_system,
"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",water_system,
RAMONA OAKS RV RESORT,water_system,
CAMP EL CAMINO PINES,water_system,
TEHACHAPI CEMENT LLC,water_system,
DESERT PARADISE RV PARK WATER SYSTEM,water_system,
TEJON RANCH GRAPEVINE WATER,water_system,
J.G. BOSWELL COMPANY WATER SYSTEM,water_system,
JAMESON RANCH CAMP,water_system,
WILLOW SPRINGS RACEWAY,water_system,
KERN CO P&R-GREENHORN MT. PARK WATER,water_system,
KERN CO P&R-TEHACHAPI MT PARK WATER,water_system,
INDIAN WELLS LODGE,water_system,
CAMP AREV,water_system,
GATEWAY MARKET WATER SYSTEM,water_system,
USFS - FRENCH GULCH CAMPGROUND WS,water_system,
USFS- TILLIE CREEK LIVE OAKS CAMPGROUNDS,water_system,
TEHACHAPI CHURCH OF THE NAZARENE,water_system,
SKI WEST VILLAGE WATER SYSTEM,water_system,
TEJON CASTAC WD - I5 & LAVAL RD,water_system,
SUN PACIFIC SHIPPERS-MARICOPA WATER SYS.,water_system,
GLENNVILLE MUTUAL WATER COMPANY,water_system,
KERN RIVER'S EDGE CAMPGROUND RETREAT,water_system,
PRINCE TRUCK STOP WATER SYSTEM,water_system,
DORNER FAMILY VINEYARDS,water_system,
CHINA LAKE NAVAL AIR - SOUTH RANGE,water_system,
CUYAMA ORCHARDS INC,water_system,
REVOL GREENS,water_system,
CALIFIA FARMS WATER SYSTEM,water_system,
COSTAJO ARCO AMPM,water_system,
GRIMMWAY FARMS - DAVID ROAD,water_system,
CSP - RED ROCK CANYON,water_system,
GATEWAY RESTAURANT & LODGE,water_system,
PACIFIC POINT CHRISTIAN SCHOOL,water_system,
ECONOMY INN,water_system,
MORGAN HILL USD-MACHADO SCHOOL,water_system,
MACDONALD BUNKHOUSE,water_system,
RIVERSIDE HIGHLAND WATER COMPANY,water_system,
ALAMEDA COUNTY WATER DISTRICT,water_system,
TEJON RANCH MAIN HEADQUARTERS,water_system,
WHISKEYTOWN NRA-HEADQUARTERS,water_system,
OKIEVILLE HIGHLAND ACRES MWC,water_system,
LIVE OAK CHILD CARE CENTER,water_system,
LANDS OF PROMISE MWC,water_system,
FRONTIER TRAILS HOMEOWNERS ASSOC INC.,water_system,
HIGH VALLEYS WATER DISTRICT,water_system,
WEST VALLEY MUTUAL WATER COMPANY,water_system,
