State,Agency,Abbr
California,California_Student_Aid_Commission,Student_Aid_Commission
California,California_Tahoe_Conservancy,Tahoe_Conservancy
California,California_Transportation_Commission,Transportation_Commission
California,California_Unemployment_Insurance_Appeals_Board,Unemployment_Insurance_Appeals_Board
California,California_Uniform_Construction_Cost_Accounting_Commission,Uniform_Construction_Cost_Accounting_Commission
California,California_Veterans_Board,Veterans_Board
California,California_Visit_California,Visit_California
California,California_Volunteers,Volunteers
California,California_Water_Commission,Water_Commission
California,California_Water_Quality_Monitoring_Council,Water_Quality_Monitoring_Council
California,California_Wildlife_Conservation_Board,Wildlife_Conservation_Board
California,California_Board_for_Professional_Engineers_Land_Surveyors_and_Geologists,Board_for_Professional_Engineers_Land_Surveyors_and_Geologists
