_id,ID,CREATE DATE,Status,Shortage Type,Primary Usages,Household Support,Water Issues,Approximate Issue Start Date,County,CITY,LATITUDE,LONGITUDE,Well Depth,Was Issue Resolved?,Approximate Repair Cost,Additional Info,Well to Water Depth,Measure Date,Pump Rate Reduction,Report Date,StatusType,Region
1409,4941,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.054392,-118.967577,20',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1410,4942,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061053,-118.987374,55 feet,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1411,4943,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0607789,-118.986751,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1412,4944,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060545,-118.997055,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1413,4945,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060065,-118.99802,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1414,4946,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0596559,-118.98823,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1415,4947,08/12/2016,Interim Solution,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.492943,-119.3359241,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1416,4948,08/12/2016,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057701,-118.999951,30',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1417,4950,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057193,-118.999952,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1418,4951,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057038,-118.999951,30',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1419,4952,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056841,-118.999952,30',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1420,4953,08/12/2016,Resolved,Dry well (groundwater),Household,renter-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0563751,-118.993137,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1421,4954,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056952,-119.00288,90',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1422,4956,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057972,-119.002504,30',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1423,4957,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057154,-119.001559,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1424,4958,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056895,-119.001336,30 Feet,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1425,4959,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.05665219999999,-118.999161,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1426,4960,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.06298,-118.998132,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1427,4961,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.055272,-118.996436,30',,,,,,,2014-08-22T00:00:00,Resolved,Inland
1428,4962,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.237991,-119.358445,,,,,,,,2014-09-23T00:00:00,Resolved,Inland
1429,4963,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061561,-118.986058,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1430,4964,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.052644,-119.01246,,,,,,,,2014-08-22T00:00:00,Resolved,Inland
1431,4965,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056087,-118.986045,,,,,,,,2014-09-04T00:00:00,Resolved,Inland
1432,4966,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.490957,-119.334814,90',,,,,,,2014-09-08T00:00:00,Resolved,Inland
1433,4967,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0560059,-118.994902,,,,,,,,2014-09-16T00:00:00,Resolved,Inland
1434,4968,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056589,-118.993193,,,,,,,,2014-09-30T00:00:00,Resolved,Inland
1435,4969,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0559819,-118.9694059,,,,,,,,2014-09-30T00:00:00,Resolved,Inland
1436,4970,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.112354,-119.068765,,,,,,,,2014-10-03T00:00:00,Resolved,Inland
1437,4971,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.05967400000001,-118.997981,60',,,,,,,2014-09-18T00:00:00,Resolved,Inland
1438,4972,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.086426,-119.016244,108 ft,,,,,,,2014-09-16T00:00:00,Resolved,Inland
1439,4973,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.052663,-119.012782,,,,,,,,2014-10-02T00:00:00,Resolved,Inland
1440,4974,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060163,-119.001365,,,,,,,,2014-10-07T00:00:00,Resolved,Inland
1441,4975,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.059862,-118.971178,,,,,,,,2014-10-07T00:00:00,Resolved,Inland
1442,4976,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.05506099999999,-118.989599,,,,,,,,2014-10-08T00:00:00,Resolved,Inland
1443,4978,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.053695,-119.013089,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1444,4979,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.054324,-119.012791,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1445,4980,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057529,-118.971184,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1446,4981,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061895,-118.988235,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1447,4982,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Lindsay,36.158584,-119.133946,140',,,,,,,2014-08-10T00:00:00,Resolved,Inland
1448,4983,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.055269,-118.995009,30',,,,,,,2014-10-16T00:00:00,Resolved,Inland
1449,4984,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.059424,-118.986678,60',,,,,,,2014-10-16T00:00:00,Resolved,Inland
1450,4985,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061516,-118.997158,65',,,,,,,2014-10-16T00:00:00,Resolved,Inland
1451,4987,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.059254,-118.971176,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1452,4991,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.035205,-119.034552,144 ft,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1453,4994,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.053702,-118.984674,40',,,,,,,2014-10-16T00:00:00,Resolved,Inland
1454,4995,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.044013,-118.95944,,,,,,,,2015-06-17T00:00:00,Resolved,Inland
1455,4997,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.035492,-119.033848,188,,,,,,,2014-10-15T00:00:00,Resolved,Inland
1456,4998,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.052949,-118.980677,30',,,,,,,2014-10-14T00:00:00,Resolved,Inland
1457,4999,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060751,-119.037457,150',,,,,,,2014-10-17T00:00:00,Resolved,Inland
1458,5001,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0551504,-118.9775463,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1459,5002,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",05/01/2014,Tulare,Porterville,36.078578,-119.095613,85',"No, trucking in water
,No, cannot afford to finance solutions
",,,,,,2014-10-16T00:00:00,Resolved,Inland
1460,5003,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.05565,-118.978222,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1461,5004,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0559515,-118.9694178,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1462,5005,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0527019,-119.013628,53',,,,,,,2014-10-16T00:00:00,Resolved,Inland
1463,5006,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.055973,-118.992798,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1464,5007,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.02269,-119.034867,,,,,,,,2015-01-30T00:00:00,Resolved,Inland
1465,5008,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",06/27/2022,Tulare,Porterville,36.065817,-119.087703,,,,,,,,2022-06-27T00:00:00,Resolved,Inland
1466,5010,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056699,-118.99155,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1467,5011,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.05643,-118.992748,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1468,5012,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.057162,-118.999024,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1469,5013,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.054128,-118.984377,unknown,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1470,5014,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.029961,-119.005291,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1471,5015,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061708,-118.997014,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1472,5016,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061844,-118.97305,,,,,,,,2014-10-16T00:00:00,Resolved,Inland
1473,5018,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Kaweah,36.472974,-118.918781,9',,,,,,,2014-10-22T00:00:00,Resolved,Inland
1474,5019,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0530652,-118.960947,40-50',,,,,,,2014-10-22T00:00:00,Resolved,Inland
1475,5020,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Exeter,36.296408,-119.160986,,,,,,,,2014-10-23T00:00:00,Resolved,Inland
1476,5021,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0515101,-119.0101546,50',,,,,,,2014-10-27T00:00:00,Resolved,Inland
1477,5022,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Dinuba,36.5365305,-119.3226582,,,,,,,,2014-10-22T00:00:00,Resolved,Inland
1478,5024,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.061503,-118.983788,,,,,,,,2014-11-13T00:00:00,Resolved,Inland
1479,5025,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.0775925,-119.1431153,,,,,,,,2014-07-16T00:00:00,Resolved,Inland
1480,5026,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Goshen,36.3490785,-119.466295,,,,,,,,2014-11-21T00:00:00,Resolved,Inland
1481,5028,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.059949,-118.98716,,,,,,,,2014-11-21T00:00:00,Resolved,Inland
1482,5029,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.372956,-119.271982,,,,,,,,2014-07-30T00:00:00,Resolved,Inland
1483,5030,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.060372,-118.983786,,,,,,,,2014-11-21T00:00:00,Resolved,Inland
1484,5031,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.109288,-119.052843,300',,,,,,,2014-11-21T00:00:00,Resolved,Inland
1485,5032,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.20431,-119.468047,140',,,,,,,2014-09-02T00:00:00,Resolved,Inland
1486,5033,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Tulare,36.19865,-119.237292,"125' private well, 150' agricultural",,,,,,,2014-11-24T00:00:00,Resolved,Inland
1487,5034,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056011,-118.996775,,,,,,,,2014-12-04T00:00:00,Resolved,Inland
1488,5036,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.375811,-119.293832,,,,,,,,2014-12-04T00:00:00,Resolved,Inland
1489,5037,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.10161799999999,-119.0489597,,,,,,,,2014-12-11T00:00:00,Resolved,Inland
1490,5038,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.048627,-118.996284,,,,,,,,2014-12-11T00:00:00,Resolved,Inland
1491,5039,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.032678,-119.030065,,,,,,,,2014-12-11T00:00:00,Resolved,Inland
1492,5040,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Porterville,36.056877,-118.995128,,,,,,,,2014-12-18T00:00:00,Resolved,Inland
1493,5041,08/12/2016,Resolved,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Visalia,36.375979,-119.298033,120',,,,,,,2014-12-19T00:00:00,Resolved,Inland
1494,5042,08/12/2016,Interim Solution,Dry well (groundwater),Household,owner-occupied,"Well is dry (no longer producing water)
",,Tulare,Exeter,36.252885,-119.170238,Either 180' or 200',,,,,,,2014-12-30T00:00:00,Resolved,Inland
