"","page_num","gsp_id","file_path","file_name","admin","basin_plan","sust_criteria","monitoring_networks","projects_mgmt_actions","is_comment","is_reference"
"90",3,"0104","Multipurpose_Files/portal_files//v1_gsp_num_id_0104.txt","v1_gsp_num_id_0104.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"91",3,"0111","Multipurpose_Files/portal_files//v1_gsp_num_id_0111.txt","v1_gsp_num_id_0111.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92",3,"0117","Multipurpose_Files/portal_files//v1_gsp_num_id_0117.txt","v1_gsp_num_id_0117.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"93",3,"0124","Multipurpose_Files/portal_files//v1_gsp_num_id_0124.txt","v1_gsp_num_id_0124.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94",3,"0129","Multipurpose_Files/portal_files//v1_gsp_num_id_0129.txt","v1_gsp_num_id_0129.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95",3,"0132","Multipurpose_Files/portal_files//v1_gsp_num_id_0132.txt","v1_gsp_num_id_0132.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96",3,"0134","Multipurpose_Files/portal_files//v1_gsp_num_id_0134.txt","v1_gsp_num_id_0134.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"97",3,"0136","Multipurpose_Files/portal_files//v1_gsp_num_id_0136.txt","v1_gsp_num_id_0136.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98",3,"0137","Multipurpose_Files/portal_files//v1_gsp_num_id_0137.txt","v1_gsp_num_id_0137.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"99",3,"0139","Multipurpose_Files/portal_files//v1_gsp_num_id_0139.txt","v1_gsp_num_id_0139.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"100",3,"0140","Multipurpose_Files/portal_files//v1_gsp_num_id_0140.txt","v1_gsp_num_id_0140.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"101",3,"0155","Multipurpose_Files/portal_files//v1_gsp_num_id_0155.txt","v1_gsp_num_id_0155.txt",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"102",3,"0156","Multipurpose_Files/portal_files//v1_gsp_num_id_0156.txt","v1_gsp_num_id_0156.txt",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
