"lat","lng","DAC","MHI","POP","place_name","place_type"
38.6530703612614,-121.462185825268,1,52063,1685,"glenwood_meadows","neighborhood"
38.4735287903967,-121.325114400411,0,107024,2163,"wildhawk_west","neighborhood"
38.6273305238321,-121.462557786358,1,41893,1098,"strawberry_manor","neighborhood"
38.620974332233,-121.452225140489,1,36250,1262,"richardson_village","neighborhood"
38.514448268729,-121.538315123823,0,71901,1212,"greenhaven","neighborhood"
38.5104980673634,-121.519028709628,0,44938,1061,"south_land_park","neighborhood"
38.5600412045006,-121.47486335283,1,60268,562,"newton_booth","neighborhood"
38.5362011550222,-121.445030009693,0,83841,736,"colonial_heights","neighborhood"
37.6556379794758,-122.448012577083,0,131111,1845,"serra_highlands","neighborhood"
37.6813193490265,-122.404569144419,0,103150,1007,"uptown_brisbane","neighborhood"
37.4814432046856,-122.234568462677,0,134587,1210,"mount_carmel","neighborhood"
37.4681637103145,-122.227141056655,0,97955,2155,"palm_park","neighborhood"
37.5381799782304,-122.242729551334,0,133958,1228,"redwood_shores","neighborhood"
37.5750079978809,-122.349685386966,0,204926,699,"burlingame_park","neighborhood"
38.6382606078529,-121.433993570242,1,30750,1427,"del_paso_heights","neighborhood"
38.6217197371991,-121.405653499747,1,30875,2423,"bohemian_village","neighborhood"
38.6961318269534,-121.369419365363,0,92813,1536,"larchmont_village","neighborhood"
38.473433627738,-121.494069706733,1,48317,2074,"meadowview","neighborhood"
38.5574356495506,-121.430708537923,0,78854,1480,"east_sacramento","neighborhood"
38.4990541552223,-121.477001694977,1,49276,2270,"woodbine","neighborhood"
38.6730983291775,-121.19900188099,0,75000,685,"palisades","neighborhood"
38.5358942548445,-121.431301292043,1,61885,1299,"tahoe_park_south","neighborhood"
38.5359818220994,-121.424299352925,1,38906,1564,"colonial_manor","neighborhood"
