pattern,entity_type,match,notes
petaluma_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
pine_flat_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
pine_flat_lake,Non_institutional,exact,gaz:water_bodies_dictionary
pine_flat_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
pine_flat_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
pioneer,GSA,exact,gaz:water_gsa_dictionary
pioneer_groundwater_banking,Non_institutional,exact,gaz:water_infrastructure_dictionary
pioneer_gsa,GSA,exact,gaz:water_gsa_dictionary
pioneer_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
pit_river,Non_institutional,exact,gaz:water_bodies_dictionary
pit_river_tribe,Institutional_other,exact,gaz:water_entity_dictionary
pixley_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
pixley_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
placer_county_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
pleasant_valley,GSA,exact,gaz:water_gsa_dictionary
pleasant_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
pleasant_valley_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
point_blue,NGO,exact,gaz:water_entity_dictionary
point_blue_conservation_science,NGO,exact,gaz:water_entity_dictionary
polonio_pass_pumping_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
pomo_indians,Institutional_other,exact,gaz:water_entity_dictionary
pomo_tribes,Institutional_other,exact,gaz:water_entity_dictionary
porterville_irrigation_district_groundwater_sustainability_agenc,GSA,exact,gaz:water_gsa_dictionary
prado_basin_sediment_management,Non_institutional,exact,gaz:water_infrastructure_dictionary
prado_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
prado_flood_control_basin,Non_institutional,exact,gaz:water_infrastructure_dictionary
principal_aquifer,Non_institutional,exact,gaz:water_bodies_dictionary
prop_1,Non_institutional,exact,gaz:water_entity_dictionary
prop_13,Non_institutional,exact,gaz:water_entity_dictionary
prop_50,Non_institutional,exact,gaz:water_entity_dictionary
prop_84,Non_institutional,exact,gaz:water_entity_dictionary
proposition_1,Non_institutional,exact,gaz:water_entity_dictionary
proposition_13,Non_institutional,exact,gaz:water_entity_dictionary
proposition_50,Non_institutional,exact,gaz:water_entity_dictionary
proposition_84,Non_institutional,exact,gaz:water_entity_dictionary
public_utilities_commission,Institutional_other,exact,gaz:water_entity_dictionary
pure_water_monterey,Non_institutional,exact,gaz:water_infrastructure_dictionary
pure_water_program,Non_institutional,exact,gaz:water_infrastructure_dictionary
pure_water_san_diego,Non_institutional,exact,gaz:water_infrastructure_dictionary
pure_water_soquel,Non_institutional,exact,gaz:water_infrastructure_dictionary
pure_water_southern_california,Non_institutional,exact,gaz:water_infrastructure_dictionary
putah_creek,Non_institutional,exact,gaz:water_bodies_dictionary
putah_south_canal,Non_institutional,exact,gaz:water_infrastructure_dictionary
pvwma,Institutional_other,exact,gaz:water_entity_dictionary
pyramid_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
pyramid_lake,Non_institutional,exact,gaz:water_bodies_dictionary
pyramid_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
pyramid_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
quechan_tribe,Institutional_other,exact,gaz:water_entity_dictionary
r_c_dillon_water_treatment_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
rcd,NGO,exact,gaz:water_entity_dictionary
reclamation_district_no_1001,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1001_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1002,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1002_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1004,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1004_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1004_gsa_butte_1,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1004_gsa_butte_2,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1004_gsa_colusa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1500,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1500_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1660,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_1660_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_2106,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_2106_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_2110,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_2110_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_349,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_349_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_369,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_369_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_501,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_501_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_551,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_551_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_70,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_70_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_744,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_744_gsa,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_813,GSA,exact,gaz:water_gsa_dictionary
reclamation_district_no_813_gsa,GSA,exact,gaz:water_gsa_dictionary
redding_area_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
redwood_valley_county_water_district_pipeline,Non_institutional,exact,gaz:water_infrastructure_dictionary
region_1_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_2_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_3_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_4_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_5_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_6_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_7_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_8_water_board,Institutional_other,exact,gaz:water_entity_dictionary
region_9_water_board,Institutional_other,exact,gaz:water_entity_dictionary
regional_recycled_water_program,Non_institutional,exact,gaz:water_infrastructure_dictionary
regional_water_quality_control_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
resource_conservation_district,NGO,exact,gaz:water_entity_dictionary
resource_conservation_districts_of_california,NGO,exact,gaz:water_entity_dictionary
richardson_bay,Non_institutional,exact,gaz:water_bodies_dictionary
richvale_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
richvale_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
rincon_band_of_luiseno_mission_indians,Institutional_other,exact,gaz:water_entity_dictionary
rio_hondo_spreading_grounds,Non_institutional,exact,gaz:water_infrastructure_dictionary
riverside_basin,Non_institutional,exact,gaz:water_bodies_dictionary
riverside_basin_groundwater,Non_institutional,exact,gaz:water_bodies_dictionary
rmc,Institutional_other,exact,gaz:water_entity_dictionary
roaring_river_distribution_system,Non_institutional,exact,gaz:water_infrastructure_dictionary
robert_b_diemer_treatment_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
rock_creek_reclamation_district,GSA,exact,gaz:water_gsa_dictionary
rock_creek_reclamation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
root_creek_water_district,GSA,exact,gaz:water_gsa_dictionary
root_creek_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
rosedale_rio_bravo_banking_program,Non_institutional,exact,gaz:water_infrastructure_dictionary
rosedale_rio_bravo_groundwater_banking,Non_institutional,exact,gaz:water_infrastructure_dictionary
rosedale_rio_bravo_water_storage_district,GSA,exact,gaz:water_gsa_dictionary
rosedale_rio_bravo_water_storage_district_gsa,GSA,exact,gaz:water_gsa_dictionary
round_valley_indian_tribes,Institutional_other,exact,gaz:water_entity_dictionary
rural_utilities_service,Institutional_other,exact,gaz:water_entity_dictionary
rus,Institutional_other,exact,gaz:water_entity_dictionary
russian_river,Non_institutional,exact,gaz:water_bodies_dictionary
sacramento_area_flood_control_agency,Institutional_other,exact,gaz:water_entity_dictionary
sacramento_bypass_weir,Non_institutional,exact,gaz:water_infrastructure_dictionary
sacramento_canals_unit,Non_institutional,exact,gaz:water_infrastructure_dictionary
sacramento_central_groundwater_authority,GSA,exact,gaz:water_gsa_dictionary
sacramento_central_groundwater_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
sacramento_central_groundwater_authority_gsa_1,GSA,exact,gaz:water_gsa_dictionary
sacramento_county,GSA,exact,gaz:water_gsa_dictionary
sacramento_county_gsa,GSA,exact,gaz:water_gsa_dictionary
sacramento_county_gsa_cosumnes,GSA,exact,gaz:water_gsa_dictionary
sacramento_county_gsa_solano,GSA,exact,gaz:water_gsa_dictionary
sacramento_county_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
sacramento_flood_control_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
sacramento_groundwater_authority,GSA,exact,gaz:water_gsa_dictionary
sacramento_groundwater_authority_gsa,GSA,exact,gaz:water_gsa_dictionary
sacramento_municipal_utility_district,Institutional_other,exact,gaz:water_entity_dictionary
sacramento_regional_county_sanitation_district,Non_institutional,exact,gaz:water_infrastructure_dictionary
sacramento_regional_wastewater_treatment_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
sacramento_river,Non_institutional,exact,gaz:water_bodies_dictionary
sacramento_river_integrated_regional_water_management,Non_institutional,exact,gaz:water_entity_dictionary
sacramento_river_irwm,Non_institutional,exact,gaz:water_entity_dictionary
sacramento_san_joaquin_delta,Non_institutional,exact,gaz:water_bodies_dictionary
sacramento_san_joaquin_delta_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
sacramento_san_joaquin_river_delta,Non_institutional,exact,gaz:water_bodies_dictionary
sacramento_valley_basin,Non_institutional,exact,gaz:water_bodies_dictionary
sacramento_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
sacramento_weir,Non_institutional,exact,gaz:water_infrastructure_dictionary
safca,Institutional_other,exact,gaz:water_entity_dictionary
salinas_basin,Non_institutional,exact,gaz:water_bodies_dictionary
salinas_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
salinas_river,Non_institutional,exact,gaz:water_bodies_dictionary
salinas_valley_basin,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa_180_400_foot_aquifer,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa_east_side_aquifer,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa_forebay_aquifer,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa_langley_area,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa_monterey,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_basin_gsa_upper_valley_aquifer,GSA,exact,gaz:water_gsa_dictionary
salinas_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
salt_springs_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
salt_springs_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
salton_sea,Non_institutional,exact,gaz:water_bodies_dictionary
san_antonio_basin,GSA,exact,gaz:water_gsa_dictionary
san_antonio_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
san_antonio_river,Non_institutional,exact,gaz:water_bodies_dictionary
san_antonio_spreading_grounds,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_benito_county_water_district,GSA,exact,gaz:water_gsa_dictionary
san_benito_county_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
san_diego_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_diego_aqueduct_first_pipeline,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_diego_bay,Non_institutional,exact,gaz:water_bodies_dictionary
san_diego_county_water_authority,Institutional_other,exact,gaz:water_entity_dictionary
san_diego_formation_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
san_diego_integrated_regional_water_management,Non_institutional,exact,gaz:water_entity_dictionary
san_diego_irwm,Non_institutional,exact,gaz:water_entity_dictionary
san_diego_regional_board,Institutional_other,exact,gaz:water_entity_dictionary
san_diego_regional_water_quality_control_board,Institutional_other,exact,gaz:water_entity_dictionary
san_diego_river,Non_institutional,exact,gaz:water_bodies_dictionary
san_diego_river_valley,GSA,exact,gaz:water_gsa_dictionary
san_diego_river_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
san_felipe_division,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_felipe_pipeline,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_felipe_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_francisco_bay,Non_institutional,exact,gaz:water_bodies_dictionary
san_francisco_bay_area_integrated_regional_water_management,Non_institutional,exact,gaz:water_entity_dictionary
san_francisco_bay_delta,Non_institutional,exact,gaz:water_bodies_dictionary
san_francisco_bay_regional_board,Institutional_other,exact,gaz:water_entity_dictionary
san_francisco_bay_regional_water_quality_control_board,Institutional_other,exact,gaz:water_entity_dictionary
san_francisco_estuary,Non_institutional,exact,gaz:water_bodies_dictionary
san_francisco_estuary_institute,NGO,exact,gaz:water_entity_dictionary
san_francisco_public_utilities_commission,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_downtown,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_islais_valley,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_lobos,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_marina,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_south_san_franci,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_visitacion_valle,GSA,exact,gaz:water_gsa_dictionary
san_francisco_public_utilities_commission_gsa_westside,GSA,exact,gaz:water_gsa_dictionary
san_gabriel_and_lower_los_angeles_rivers_and_mountains_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
san_gabriel_basin,Non_institutional,exact,gaz:water_bodies_dictionary
san_gabriel_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_gabriel_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_gabriel_river,Non_institutional,exact,gaz:water_bodies_dictionary
san_gabriel_river_watershed,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_gabriel_spreading_grounds,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_gabriel_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
san_gorgonio_pass,GSA,exact,gaz:water_gsa_dictionary
san_gorgonio_pass_gsa,GSA,exact,gaz:water_gsa_dictionary
san_joaquin_river,Non_institutional,exact,gaz:water_bodies_dictionary
san_joaquin_river_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
san_joaquin_river_exchange_contractors,GSA,exact,gaz:water_gsa_dictionary
san_joaquin_river_exchange_contractors_gsa,GSA,exact,gaz:water_gsa_dictionary
san_joaquin_valley_basin,Non_institutional,exact,gaz:water_bodies_dictionary
san_joaquin_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
san_jose_area_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
san_jose_santa_clara_regional_wastewater_facility,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_jose_water_company,Institutional_other,exact,gaz:water_entity_dictionary
san_lorenzo_river,Non_institutional,exact,gaz:water_bodies_dictionary
san_luis_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_luis_delta_mendota_water_authority,Institutional_other,exact,gaz:water_entity_dictionary
san_luis_obispo_county_flood_control_and_water_conservation_district,Institutional_other,exact,gaz:water_entity_dictionary
san_luis_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
san_luis_reservoir_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_luis_rey_river,Non_institutional,exact,gaz:water_bodies_dictionary
san_manuel_band_of_mission_indians,Institutional_other,exact,gaz:water_entity_dictionary
san_miguel_community_services_district,GSA,exact,gaz:water_gsa_dictionary
san_miguel_community_services_district_gsa,GSA,exact,gaz:water_gsa_dictionary
san_pablo_bay,Non_institutional,exact,gaz:water_bodies_dictionary
san_pasqual_valley,GSA,exact,gaz:water_gsa_dictionary
san_pasqual_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
san_timoteo_subbasin,GSA,exact,gaz:water_gsa_dictionary
san_timoteo_subbasin_gsa,GSA,exact,gaz:water_gsa_dictionary
san_vicente_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
san_vicente_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
santa_ana_irwm,Non_institutional,exact,gaz:water_entity_dictionary
santa_ana_regional_board,Institutional_other,exact,gaz:water_entity_dictionary
santa_ana_regional_water_quality_control_board,Institutional_other,exact,gaz:water_entity_dictionary
santa_ana_river,Non_institutional,exact,gaz:water_bodies_dictionary
santa_ana_river_mainstem_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
santa_ana_river_spreading_grounds,Non_institutional,exact,gaz:water_infrastructure_dictionary
santa_ana_watershed_integrated_regional_water_management,Non_institutional,exact,gaz:water_entity_dictionary
santa_ana_watershed_project_authority,Institutional_other,exact,gaz:water_entity_dictionary
santa_barbara_county_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
santa_barbara_desalination_plant,Non_institutional,exact,gaz:water_infrastructure_dictionary
santa_clara_basin,Non_institutional,exact,gaz:water_bodies_dictionary
santa_clara_conduit,Non_institutional,exact,gaz:water_infrastructure_dictionary
santa_clara_river,Non_institutional,exact,gaz:water_bodies_dictionary
santa_clara_valley_groundwater_basin,Non_institutional,exact,gaz:water_bodies_dictionary
santa_clara_valley_water_district,GSA,exact,gaz:water_gsa_dictionary
santa_clara_valley_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_clara_valley_water_district_gsa_llagas_area,GSA,exact,gaz:water_gsa_dictionary
santa_clara_valley_water_district_gsa_north_san_benito,GSA,exact,gaz:water_gsa_dictionary
santa_clara_valley_water_district_gsa_santa_clara,GSA,exact,gaz:water_gsa_dictionary
santa_clarita_valley,GSA,exact,gaz:water_gsa_dictionary
santa_clarita_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_cruz_mid_county_groundwater_agency,GSA,exact,gaz:water_gsa_dictionary
santa_cruz_mid_county_groundwater_agency_basin,Non_institutional,exact,gaz:water_bodies_dictionary
santa_cruz_mid_county_groundwater_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_margarita_groundwater_agency,GSA,exact,gaz:water_gsa_dictionary
santa_margarita_groundwater_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_margarita_lake,Non_institutional,exact,gaz:water_infrastructure_dictionary
santa_margarita_river,Non_institutional,exact,gaz:water_bodies_dictionary
santa_monica_basin,GSA,exact,gaz:water_gsa_dictionary
santa_monica_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_monica_bay,Non_institutional,exact,gaz:water_bodies_dictionary
santa_monica_mountains_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
santa_rosa_plain,GSA,exact,gaz:water_gsa_dictionary
santa_rosa_plain_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_ynez_band_of_chumash_mission_indians,Institutional_other,exact,gaz:water_entity_dictionary
santa_ynez_river,Non_institutional,exact,gaz:water_bodies_dictionary
santa_ynez_river_valley_basin_central_management_area,GSA,exact,gaz:water_gsa_dictionary
santa_ynez_river_valley_basin_central_management_area_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_ynez_river_valley_basin_eastern_management_area,GSA,exact,gaz:water_gsa_dictionary
santa_ynez_river_valley_basin_eastern_management_area_gsa,GSA,exact,gaz:water_gsa_dictionary
santa_ynez_river_valley_basin_western_management_area,GSA,exact,gaz:water_gsa_dictionary
santa_ynez_river_valley_basin_western_management_area_gsa,GSA,exact,gaz:water_gsa_dictionary
saucelito_irrigation_district_groundwater_sustainability_agency,GSA,exact,gaz:water_gsa_dictionary
sawpa,Institutional_other,exact,gaz:water_entity_dictionary
sba,Non_institutional,exact,gaz:water_infrastructure_dictionary
sbcwa,Institutional_other,exact,gaz:water_entity_dictionary
scc,Institutional_other,exact,gaz:water_entity_dictionary
scott_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
scotts_flat_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
scotts_flat_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
scvwd,Institutional_other,exact,gaz:water_entity_dictionary
scwa,Institutional_other,exact,gaz:water_entity_dictionary
sd_county_water_authority,Institutional_other,exact,gaz:water_entity_dictionary
sdcwa,Institutional_other,exact,gaz:water_entity_dictionary
second_los_angeles_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
second_san_diego_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
second_sda,Non_institutional,exact,gaz:water_infrastructure_dictionary
semitropic_banking_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
semitropic_groundwater_storage_bank,Non_institutional,exact,gaz:water_infrastructure_dictionary
semitropic_water_bank,Non_institutional,exact,gaz:water_infrastructure_dictionary
semitropic_water_storage_district,GSA,exact,gaz:water_gsa_dictionary
semitropic_water_storage_district_gsa,GSA,exact,gaz:water_gsa_dictionary
sf_puc,Institutional_other,exact,gaz:water_entity_dictionary
sfei,NGO,exact,gaz:water_entity_dictionary
sfpuc,Institutional_other,exact,gaz:water_entity_dictionary
shafter_wasco_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
shafter_wasco_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
shallow_aquifer,Non_institutional,exact,gaz:water_bodies_dictionary
shandon_san_juan,GSA,exact,gaz:water_gsa_dictionary
shandon_san_juan_gsa,GSA,exact,gaz:water_gsa_dictionary
shasta_county_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
shasta_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
shasta_indian_nation,Institutional_other,exact,gaz:water_entity_dictionary
shasta_lake,Non_institutional,exact,gaz:water_bodies_dictionary
shasta_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
shasta_reservoir,Non_institutional,exact,gaz:water_bodies_dictionary
sierra_club,NGO,exact,gaz:water_entity_dictionary
sierra_club_california,NGO,exact,gaz:water_entity_dictionary
sierra_nevada_conservancy,Institutional_other,exact,gaz:water_entity_dictionary
sierra_valley_groundwater_management_district,GSA,exact,gaz:water_gsa_dictionary
sierra_valley_groundwater_management_district_gsa,GSA,exact,gaz:water_gsa_dictionary
silicon_valley_advanced_water_purification_center,Non_institutional,exact,gaz:water_infrastructure_dictionary
silverwood_lake,Non_institutional,exact,gaz:water_bodies_dictionary
silverwood_lake_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
siskiyou_county_flood_control_and_water_conservation_district_gs,GSA,exact,gaz:water_gsa_dictionary
sites_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
sites_reservoir_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
sjw,Institutional_other,exact,gaz:water_entity_dictionary
slc,Institutional_other,exact,gaz:water_entity_dictionary
sldmwa,Institutional_other,exact,gaz:water_entity_dictionary
sloughhouse_resource_conservation_district,GSA,exact,gaz:water_gsa_dictionary
sloughhouse_resource_conservation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
sloughhouse_resource_conservation_district_gsa_cosumnes,GSA,exact,gaz:water_gsa_dictionary
smith_river,Non_institutional,exact,gaz:water_bodies_dictionary
smmc,Institutional_other,exact,gaz:water_entity_dictionary
smud,Institutional_other,exact,gaz:water_entity_dictionary
snc,Institutional_other,exact,gaz:water_entity_dictionary
soboba_band_of_luiseno_indians,Institutional_other,exact,gaz:water_entity_dictionary
solano_irrigation_district,GSA,exact,gaz:water_gsa_dictionary
solano_irrigation_district_gsa,GSA,exact,gaz:water_gsa_dictionary
solano_subbasin,GSA,exact,gaz:water_gsa_dictionary
solano_subbasin_gsa,GSA,exact,gaz:water_gsa_dictionary
sonoma_county_water_agency,Institutional_other,exact,gaz:water_entity_dictionary
sonoma_ecology_center,NGO,exact,gaz:water_entity_dictionary
sonoma_valley,GSA,exact,gaz:water_gsa_dictionary
sonoma_valley_gsa,GSA,exact,gaz:water_gsa_dictionary
sonoma_water,Institutional_other,exact,gaz:water_entity_dictionary
soquel_creek,Non_institutional,exact,gaz:water_bodies_dictionary
south_american_subbasin,Non_institutional,exact,gaz:water_bodies_dictionary
south_bay_aqueduct,Non_institutional,exact,gaz:water_infrastructure_dictionary
south_county_pipeline,Non_institutional,exact,gaz:water_infrastructure_dictionary
south_delta_water_agency,GSA,exact,gaz:water_gsa_dictionary
south_delta_water_agency_gsa,GSA,exact,gaz:water_gsa_dictionary
south_fork_american_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_eel_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_kaweah_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_kern_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_kings,GSA,exact,gaz:water_gsa_dictionary
south_fork_kings_gsa,GSA,exact,gaz:water_gsa_dictionary
south_fork_kings_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_mokelumne_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_stanislaus_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_tule_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_fork_yuba_river,Non_institutional,exact,gaz:water_bodies_dictionary
south_kings,GSA,exact,gaz:water_gsa_dictionary
south_kings_gsa,GSA,exact,gaz:water_gsa_dictionary
south_sacramento_county_streams_project,Non_institutional,exact,gaz:water_infrastructure_dictionary
south_san_joaquin,GSA,exact,gaz:water_gsa_dictionary
south_san_joaquin_gsa,GSA,exact,gaz:water_gsa_dictionary
south_sutter_water_district,GSA,exact,gaz:water_gsa_dictionary
south_sutter_water_district_gsa,GSA,exact,gaz:water_gsa_dictionary
south_tahoe_public_utility_district,GSA,exact,gaz:water_gsa_dictionary
south_tahoe_public_utility_district_gsa,GSA,exact,gaz:water_gsa_dictionary
southern_san_joaquin_municipal_utility_district,GSA,exact,gaz:water_gsa_dictionary
southern_san_joaquin_municipal_utility_district_gsa,GSA,exact,gaz:water_gsa_dictionary
southwest_kings,GSA,exact,gaz:water_gsa_dictionary
southwest_kings_gsa,GSA,exact,gaz:water_gsa_dictionary
spadra_basin,GSA,exact,gaz:water_gsa_dictionary
spadra_basin_gsa,GSA,exact,gaz:water_gsa_dictionary
spaulding_dam,Non_institutional,exact,gaz:water_infrastructure_dictionary
spicer_meadow_reservoir,Non_institutional,exact,gaz:water_infrastructure_dictionary
srcsd,Non_institutional,exact,gaz:water_infrastructure_dictionary
stanislaus_and_tuolumne_rivers_groundwater_basin_association,GSA,exact,gaz:water_gsa_dictionary
stanislaus_and_tuolumne_rivers_groundwater_basin_association_gsa,GSA,exact,gaz:water_gsa_dictionary
stanislaus_river,Non_institutional,exact,gaz:water_bodies_dictionary
state_board_of_forestry_and_fire_protection,Institutional_other,exact,gaz:water_entity_dictionary
state_lands_commission,Institutional_other,exact,gaz:water_entity_dictionary
state_water_board,Institutional_other,exact,gaz:water_entity_dictionary
state_water_contractors,NGO,exact,gaz:water_entity_dictionary
